Site,Hole,Core,Type,Section,top(cm),Species,CSF-A_new (m),offset_Roy_final,CCSF-A_Royfinal (m),Age(ka),Cibicidoides δ13C,Cibicidoides δ18O
U1337,C,16,X,3,112,Cibicidoides ,283.02,36.05,319.07,13992.1,0.673,1.283
U1337,C,16,X,3,120,Cibicidoides ,283.1,36.05,319.15,13996.4,1.009,1.542
U1337,C,16,X,3,136,Cibicidoides ,283.26,36.05,319.31,14005.0,0.953,1.358
U1337,C,16,X,3,144,Cibicidoides ,283.34,36.05,319.39,14009.3,1.281,1.658
U1337,C,16,X,4,0,Cibicidoides ,283.4,36.05,319.45,14012.6,1.084,1.457
U1337,C,16,X,4,8,Cibicidoides ,283.48,36.05,319.53,14016.9,1.106,1.415
U1337,C,16,X,4,16,Cibicidoides ,283.56,36.05,319.61,14021.2,0.821,1.574
U1337,A,32,X,1,100,Cibicidoides ,291.2,28.44,319.64,14022.8,1.332,1.396
U1337,A,32,X,1,110,Cibicidoides ,291.3,28.44,319.74,14028.2,1.337,1.331
U1337,A,32,X,1,120,Cibicidoides ,291.4,28.44,319.84,14031.9,1.271,1.697
U1337,A,32,X,1,130,Cibicidoides ,291.5,28.44,319.94,14035.6,1.312,1.588
U1337,A,32,X,2,0,Cibicidoides ,291.7,28.44,320.14,14043.0,1.357,1.717
U1337,A,32,X,2,10,Cibicidoides ,291.8,28.44,320.24,14046.7,1.320,1.613
U1337,A,32,X,2,20,Cibicidoides ,291.9,28.44,320.34,14050.5,0.901,1.569
U1337,A,32,X,2,30,Cibicidoides ,292,28.44,320.44,14054.2,1.106,1.528
U1337,A,32,X,2,40,Cibicidoides ,292.1,28.44,320.54,14057.9,0.966,1.525
U1337,A,32,X,2,50,Cibicidoides ,292.2,28.44,320.64,14061.6,1.157,1.502
U1337,A,32,X,2,70,Cibicidoides ,292.4,28.44,320.84,14069.0,1.162,1.247
U1337,A,32,X,2,80,Cibicidoides ,292.5,28.44,320.94,14075.0,1.002,1.479
U1337,A,32,X,2,90,Cibicidoides ,292.6,28.44,321.04,14081.0,1.184,1.909
U1337,A,32,X,2,110,Cibicidoides ,292.8,28.44,321.24,14093.1,1.183,1.528
U1337,A,32,X,2,130,Cibicidoides ,293,28.44,321.44,14105.1,1.190,1.530
U1337,A,32,X,2,140,Cibicidoides ,293.1,28.44,321.54,14111.2,1.337,1.329
U1337,A,32,X,3,0,Cibicidoides ,293.2,28.44,321.64,14115.9,1.337,1.537
U1337,A,32,X,3,20,Cibicidoides ,293.4,28.44,321.84,14125.4,1.030,1.147
U1337,A,32,X,3,30,Cibicidoides ,293.5,28.44,321.94,14130.1,1.131,1.112
U1337,A,32,X,3,40,Cibicidoides ,293.6,28.44,322.04,14134.9,1.740,1.294
U1337,A,32,X,3,60,Cibicidoides ,293.8,28.44,322.24,14144.3,1.533,1.182
U1337,A,32,X,3,70,Cibicidoides ,293.9,28.44,322.34,14149.8,1.379,1.122
U1337,A,32,X,3,80,Cibicidoides ,294,28.44,322.44,14159.0,1.629,1.394
U1337,A,32,X,3,100,Cibicidoides ,294.2,28.44,322.64,14177.5,0.869,1.902
U1337,A,32,X,3,110,Cibicidoides ,294.3,28.44,322.74,14186.7,1.559,1.371
U1337,A,32,X,3,120,Cibicidoides ,294.4,28.44,322.84,14192.3,1.508,1.492
U1337,A,32,X,3,130,Cibicidoides ,294.5,28.44,322.94,14197.4,1.516,1.586
U1337,A,32,X,3,140,Cibicidoides ,294.6,28.44,323.04,14202.4,1.660,1.796
U1337,A,32,X,4,0,Cibicidoides ,294.7,28.44,323.14,14207.5,1.242,1.450
U1337,A,32,X,4,10,Cibicidoides ,294.8,28.44,323.24,14212.6,1.447,1.385
U1337,A,32,X,4,20,Cibicidoides ,294.9,28.44,323.34,14217.7,1.264,1.304
U1337,A,32,X,4,30,Cibicidoides ,295,28.44,323.44,14222.7,1.586,1.128
U1337,A,32,X,4,40,Cibicidoides ,295.1,28.44,323.54,14227.8,1.205,1.111
U1337,A,32,X,4,50,Cibicidoides ,295.2,28.44,323.64,14231.5,1.183,1.240
U1337,A,32,X,4,60,Cibicidoides ,295.3,28.44,323.74,14235.0,1.485,1.481
U1337,A,32,X,4,70,Cibicidoides ,295.4,28.44,323.84,14238.6,1.766,1.585
U1337,C,17,X,1,93,Cibicidoides ,289.43,34.51,323.94,14242.1,1.059,1.516
U1337,C,17,X,1,101,Cibicidoides ,289.51,34.51,324.02,14245.0,0.964,1.644
U1337,C,17,X,1,109,Cibicidoides ,289.59,34.51,324.1,14247.8,1.125,1.673
U1337,C,17,X,1,117,Cibicidoides ,289.67,34.51,324.18,14250.6,0.743,1.394
U1337,C,17,X,1,125,Cibicidoides ,289.75,34.51,324.26,14253.5,0.821,1.471
U1337,C,17,X,1,133,Cibicidoides ,289.83,34.51,324.34,14256.3,0.733,1.752
U1337,C,17,X,1,141,Cibicidoides ,289.91,34.51,324.42,14259.2,0.623,1.679
U1337,C,17,X,2,0,Cibicidoides ,290,34.51,324.51,14262.4,0.655,1.777
U1337,C,17,X,2,8,Cibicidoides ,290.08,34.51,324.59,14265.2,1.321,1.761
U1337,C,17,X,2,16,Cibicidoides ,290.16,34.51,324.67,14268.0,1.183,1.312
U1337,C,17,X,2,24,Cibicidoides ,290.24,34.51,324.75,14272.0,1.030,1.349
U1337,C,17,X,2,32,Cibicidoides ,290.32,34.51,324.83,14276.1,1.340,1.615
U1337,C,17,X,2,40,Cibicidoides ,290.4,34.51,324.91,14280.3,1.248,1.590
U1337,C,17,X,2,48,Cibicidoides ,290.48,34.51,324.99,14284.5,1.110,1.435
U1337,C,17,X,2,56,Cibicidoides ,290.56,34.51,325.07,14288.7,1.223,1.621
U1337,C,17,X,2,64,Cibicidoides ,290.64,34.51,325.15,14292.8,0.699,1.703
U1337,C,17,X,2,72,Cibicidoides ,290.72,34.51,325.23,14297.0,1.042,1.720
U1337,C,17,X,2,80,Cibicidoides ,290.8,34.51,325.31,14301.2,0.927,1.195
U1337,C,17,X,2,88,Cibicidoides ,290.88,34.51,325.39,14305.3,1.183,1.394
U1337,C,17,X,2,96,Cibicidoides ,290.96,34.51,325.47,14309.5,1.059,1.186
U1337,C,17,X,2,104,Cibicidoides ,291.04,34.51,325.55,14312.8,1.115,1.345
U1337,C,17,X,2,112,Cibicidoides ,291.12,34.51,325.63,14316.0,1.035,1.550
U1337,C,17,X,2,120,Cibicidoides ,291.2,34.51,325.71,14319.2,1.132,1.521
U1337,C,17,X,2,128,Cibicidoides ,291.28,34.51,325.79,14322.4,0.488,1.580
U1337,C,17,X,2,136,Cibicidoides ,291.36,34.51,325.87,14325.7,1.013,1.507
U1337,C,17,X,2,144,Cibicidoides ,291.44,34.51,325.95,14328.9,0.959,1.420
U1337,C,17,X,3,0,Cibicidoides ,291.5,34.51,326.01,14331.3,1.476,1.710
U1337,C,17,X,3,8,Cibicidoides ,291.58,34.51,326.09,14334.5,1.214,1.481
U1337,C,17,X,3,16,Cibicidoides ,291.66,34.51,326.17,14337.7,1.236,1.451
U1337,C,17,X,3,24,Cibicidoides ,291.74,34.51,326.25,14341.0,1.024,1.458
U1337,C,17,X,3,32,Cibicidoides ,291.82,34.51,326.33,14344.2,0.997,1.340
U1337,C,17,X,3,40,Cibicidoides ,291.9,34.51,326.41,14347.4,1.097,1.109
U1337,C,17,X,3,48,Cibicidoides ,291.98,34.51,326.49,14353.0,1.156,1.259
U1337,C,17,X,3,56,Cibicidoides ,292.06,34.51,326.57,14358.7,0.954,1.144
U1337,C,17,X,3,64,Cibicidoides ,292.14,34.51,326.65,14364.4,0.774,1.396
U1337,C,17,X,3,72,Cibicidoides ,292.22,34.51,326.73,14370.2,1.178,1.795
U1337,C,17,X,3,80,Cibicidoides ,292.3,34.51,326.81,14375.9,1.051,1.699
U1337,C,17,X,3,88,Cibicidoides ,292.38,34.51,326.89,14381.6,1.320,1.557
U1337,C,17,X,3,96,Cibicidoides ,292.46,34.51,326.97,14387.3,1.097,1.263
U1337,C,17,X,3,104,Cibicidoides ,292.54,34.51,327.05,14390.5,1.254,1.355
U1337,C,17,X,3,112,Cibicidoides ,292.62,34.51,327.13,14393.8,1.116,1.395
U1337,C,17,X,3,120,Cibicidoides ,292.7,34.51,327.21,14397.0,1.163,1.498
U1337,C,17,X,3,128,Cibicidoides ,292.78,34.51,327.29,14400.2,1.212,1.671
U1337,C,17,X,3,136,Cibicidoides ,292.86,34.51,327.37,14403.5,1.038,1.485
U1337,C,17,X,3,144,Cibicidoides ,292.94,34.51,327.45,14406.7,1.053,1.809
U1337,C,17,X,4,0,Cibicidoides ,293,34.51,327.51,14409.2,0.840,1.611
U1337,C,17,X,4,8,Cibicidoides ,293.08,34.51,327.59,14412.4,1.089,1.693
U1337,C,17,X,4,16,Cibicidoides ,293.16,34.51,327.67,14415.6,0.639,1.544
U1337,C,17,X,4,32,Cibicidoides ,293.32,34.51,327.83,14422.1,0.925,1.503
U1337,C,17,X,4,48,Cibicidoides ,293.48,34.51,327.99,14428.6,1.240,1.286
U1337,C,17,X,4,56,Cibicidoides ,293.56,34.51,328.07,14431.5,1.538,1.514
U1337,C,17,X,4,64,Cibicidoides ,293.64,34.51,328.15,14434.3,1.173,1.309
U1337,C,17,X,4,72,Cibicidoides ,293.72,34.51,328.23,14437.2,1.079,1.214
U1337,C,17,X,4,80,Cibicidoides ,293.8,34.51,328.31,14440.1,1.045,1.191
U1337,C,17,X,4,88,Cibicidoides ,293.88,34.51,328.39,14443.0,0.973,1.173
U1337,C,17,X,4,96,Cibicidoides ,293.96,34.51,328.47,14445.9,1.053,1.524
U1337,C,17,X,4,112,Cibicidoides ,294.12,34.51,328.63,14451.6,0.877,1.622
U1337,C,17,X,4,120,Cibicidoides ,294.2,34.51,328.71,14454.5,1.021,1.708
U1337,C,17,X,4,128,Cibicidoides ,294.28,34.51,328.79,14457.4,1.022,1.469
U1337,C,17,X,4,136,Cibicidoides ,294.36,34.51,328.87,14460.3,1.209,1.473
U1337,C,17,X,4,144,Cibicidoides ,294.44,34.51,328.95,14463.2,1.032,1.413
U1337,C,17,X,5,0,Cibicidoides ,294.5,34.51,329.01,14465.3,1.335,1.379
U1337,C,17,X,5,8,Cibicidoides ,294.58,34.51,329.09,14468.4,1.339,1.339
U1337,C,17,X,5,16,Cibicidoides ,294.66,34.51,329.17,14473.1,1.052,1.539
U1337,C,17,X,5,24,Cibicidoides ,294.74,34.51,329.25,14477.7,1.187,1.528
U1337,C,17,X,5,32,Cibicidoides ,294.82,34.51,329.33,14482.4,1.278,1.553
U1337,C,17,X,5,40,Cibicidoides ,294.9,34.51,329.41,14487.0,1.261,1.794
U1337,C,17,X,5,48,Cibicidoides ,294.98,34.51,329.49,14491.7,1.262,1.868
U1337,A,33,X,2,90,Cibicidoides ,302.1,27.65,329.75,14506.9,1.271,1.875
U1337,A,33,X,2,100,Cibicidoides ,302.2,27.65,329.85,14513.6,1.189,1.980
U1337,A,33,X,2,110,Cibicidoides ,302.3,27.65,329.95,14520.2,1.355,1.892
U1337,A,33,X,2,120,Cibicidoides ,302.4,27.65,330.05,14526.9,1.462,1.826
U1337,A,33,X,2,130,Cibicidoides ,302.5,27.65,330.15,14533.5,1.507,1.765
U1337,A,33,X,2,140,Cibicidoides ,302.6,27.65,330.25,14540.2,1.398,1.744
U1337,A,33,X,3,0,Cibicidoides ,302.7,27.65,330.35,14546.9,1.478,1.381
U1337,A,33,X,3,10,Cibicidoides ,302.8,27.65,330.45,14550.4,1.416,1.579
U1337,A,33,X,3,20,Cibicidoides ,302.9,27.65,330.55,14553.8,1.367,1.719
U1337,A,33,X,3,30,Cibicidoides ,303,27.65,330.65,14557.2,1.538,1.833
U1337,A,33,X,3,40,Cibicidoides ,303.1,27.65,330.75,14560.7,1.401,1.775
U1337,A,33,X,3,50,Cibicidoides ,303.2,27.65,330.85,14564.1,1.379,1.764
U1337,A,33,X,3,60,Cibicidoides ,303.3,27.65,330.95,14567.6,1.193,1.529
U1337,A,33,X,3,70,Cibicidoides ,303.4,27.65,331.05,14571.0,1.462,1.696
U1337,A,33,X,3,80,Cibicidoides ,303.5,27.65,331.15,14574.5,1.464,1.640
U1337,A,33,X,3,90,Cibicidoides ,303.6,27.65,331.25,14577.9,1.345,1.674
U1337,A,33,X,3,100,Cibicidoides ,303.7,27.65,331.35,14581.4,1.380,1.475
U1337,A,33,X,3,110,Cibicidoides ,303.8,27.65,331.45,14584.8,1.407,1.508
U1337,A,33,X,3,120,Cibicidoides ,303.9,27.65,331.55,14588.3,1.266,1.385
U1337,A,33,X,3,130,Cibicidoides ,304,27.65,331.65,14592.4,1.221,1.446
U1337,A,33,X,3,140,Cibicidoides ,304.1,27.65,331.75,14596.6,1.337,1.543
U1337,A,33,X,4,0,Cibicidoides ,304.2,27.65,331.85,14600.8,1.019,1.369
U1337,A,33,X,4,10,Cibicidoides ,304.3,27.65,331.95,14605.0,1.268,1.815
U1337,A,33,X,4,20,Cibicidoides ,304.4,27.65,332.05,14609.1,1.392,1.998
U1337,A,33,X,4,30,Cibicidoides ,304.5,27.65,332.15,14613.3,1.299,1.834
U1337,A,33,X,4,40,Cibicidoides ,304.6,27.65,332.25,14617.5,1.241,1.823
U1337,A,33,X,4,50,Cibicidoides ,304.7,27.65,332.35,14621.7,1.390,1.893
U1337,A,33,X,4,60,Cibicidoides ,304.8,27.65,332.45,14625.8,1.138,1.455
U1337,A,33,X,4,70,Cibicidoides ,304.9,27.65,332.55,14634.0,1.554,1.573
U1337,A,33,X,4,80,Cibicidoides ,305,27.65,332.65,14642.4,1.606,1.498
U1337,A,33,X,4,90,Cibicidoides ,305.1,27.65,332.75,14650.8,1.447,1.777
U1337,A,33,X,4,100,Cibicidoides ,305.2,27.65,332.85,14659.2,1.637,1.501
U1337,A,33,X,4,110,Cibicidoides ,305.3,27.65,332.95,14667.4,1.521,1.347
U1337,A,33,X,4,120,Cibicidoides ,305.4,27.65,333.05,14672.0,1.405,1.412
U1337,A,33,X,4,130,Cibicidoides ,305.5,27.65,333.15,14676.6,1.427,1.364
U1337,C,18,X,1,3,Cibicidoides ,298.13,35.04,333.17,14677.5,1.401,1.635
U1337,C,18,X,1,11,Cibicidoides ,298.21,35.04,333.25,14681.1,1.183,1.587
U1337,C,18,X,1,19,Cibicidoides ,298.29,35.04,333.33,14684.8,1.494,1.629
U1337,C,18,X,1,27,Cibicidoides ,298.37,35.04,333.41,14688.4,1.429,1.659
U1337,C,18,X,1,35,Cibicidoides ,298.45,35.04,333.49,14692.1,1.598,1.585
U1337,C,18,X,1,43,Cibicidoides ,298.53,35.04,333.57,14695.7,1.573,1.586
U1337,C,18,X,1,51,Cibicidoides ,298.61,35.04,333.65,14699.4,1.546,1.353
U1337,C,18,X,1,59,Cibicidoides ,298.69,35.04,333.73,14703.0,1.326,1.468
U1337,C,18,X,1,67,Cibicidoides ,298.77,35.04,333.81,14706.7,1.289,1.101
U1337,C,18,X,1,75,Cibicidoides ,298.85,35.04,333.89,14710.2,1.417,1.277
U1337,C,18,X,1,83,Cibicidoides ,298.93,35.04,333.97,14713.8,1.326,1.392
U1337,C,18,X,1,91,Cibicidoides ,299.01,35.04,334.05,14717.3,1.322,1.451
U1337,C,18,X,1,99,Cibicidoides ,299.09,35.04,334.13,14720.8,1.050,1.496
U1337,C,18,X,1,107,Cibicidoides ,299.17,35.04,334.21,14724.4,1.334,1.758
U1337,C,18,X,1,115,Cibicidoides ,299.25,35.04,334.29,14727.9,1.362,1.703
U1337,C,18,X,1,123,Cibicidoides ,299.33,35.04,334.37,14731.4,1.463,1.864
U1337,C,18,X,1,131,Cibicidoides ,299.41,35.04,334.45,14735.0,1.263,1.311
U1337,C,18,X,1,139,Cibicidoides ,299.49,35.04,334.53,14738.5,1.356,1.461
U1337,C,18,X,1,147,Cibicidoides ,299.57,35.04,334.61,14742.0,1.510,1.373
U1337,C,18,X,2,0,Cibicidoides ,299.6,35.04,334.64,14743.4,1.340,1.328
U1337,C,18,X,2,8,Cibicidoides ,299.68,35.04,334.72,14746.9,1.303,1.202
U1337,C,18,X,2,16,Cibicidoides ,299.76,35.04,334.8,14751.8,1.416,1.266
U1337,C,18,X,2,24,Cibicidoides ,299.84,35.04,334.88,14756.7,1.102,1.377
U1337,C,18,X,2,40,Cibicidoides ,300,35.04,335.04,14766.6,1.661,1.505
U1337,C,18,X,2,48,Cibicidoides ,300.08,35.04,335.12,14771.6,1.157,1.323
U1337,C,18,X,2,56,Cibicidoides ,300.16,35.04,335.2,14776.5,0.955,1.275
U1337,C,18,X,2,64,Cibicidoides ,300.24,35.04,335.28,14781.5,1.343,1.584
U1337,C,18,X,2,72,Cibicidoides ,300.32,35.04,335.36,14786.4,1.512,1.504
U1337,C,18,X,2,80,Cibicidoides ,300.4,35.04,335.44,14791.4,1.261,0.937
U1337,C,18,X,2,88,Cibicidoides ,300.48,35.04,335.52,14795.5,1.155,1.201
U1337,C,18,X,2,96,Cibicidoides ,300.56,35.04,335.6,14799.6,1.435,1.600
U1337,C,18,X,2,104,Cibicidoides ,300.64,35.04,335.68,14803.7,1.443,1.629
U1337,C,18,X,2,112,Cibicidoides ,300.72,35.04,335.76,14807.8,1.313,1.608
U1337,C,18,X,2,120,Cibicidoides ,300.8,35.04,335.84,14811.9,1.387,1.563
U1337,C,18,X,2,128,Cibicidoides ,300.88,35.04,335.92,14816.0,1.151,1.551
U1337,C,18,X,2,136,Cibicidoides ,300.96,35.04,336,14820.1,1.702,1.374
U1337,C,18,X,2,144,Cibicidoides ,301.04,35.04,336.08,14824.2,1.716,1.139
U1337,C,18,X,3,0,Cibicidoides ,301.1,35.04,336.14,14827.2,1.410,1.063
U1337,C,18,X,3,8,Cibicidoides ,301.18,35.04,336.22,14831.2,1.251,1.181
U1337,C,18,X,3,16,Cibicidoides ,301.26,35.04,336.3,14835.2,1.423,1.461
U1337,C,18,X,3,24,Cibicidoides ,301.34,35.04,336.38,14839.2,1.507,1.559
U1337,C,18,X,3,32,Cibicidoides ,301.42,35.04,336.46,14843.2,1.403,1.799
U1337,C,18,X,3,40,Cibicidoides ,301.5,35.04,336.54,14847.2,1.450,1.698
U1337,C,18,X,3,48,Cibicidoides ,301.58,35.04,336.62,14851.3,1.481,1.437
U1337,C,18,X,3,56,Cibicidoides ,301.66,35.04,336.7,14855.3,1.762,1.321
U1337,C,18,X,3,64,Cibicidoides ,301.74,35.04,336.78,14859.3,1.569,1.332
U1337,C,18,X,3,72,Cibicidoides ,301.82,35.04,336.86,14863.3,1.495,1.347
U1337,C,18,X,3,80,Cibicidoides ,301.9,35.04,336.94,14867.1,1.206,1.316
U1337,C,18,X,3,88,Cibicidoides ,301.98,35.04,337.02,14869.9,1.268,1.334
U1337,C,18,X,3,96,Cibicidoides ,302.06,35.04,337.1,14872.8,1.323,1.445
U1337,C,18,X,3,104,Cibicidoides ,302.14,35.04,337.18,14875.7,1.490,1.687
U1337,C,18,X,3,120,Cibicidoides ,302.3,35.04,337.34,14881.5,1.594,1.369
U1337,C,18,X,3,128,Cibicidoides ,302.38,35.04,337.42,14884.3,1.405,1.194
U1337,C,18,X,3,136,Cibicidoides ,302.46,35.04,337.5,14887.2,1.450,1.545
U1337,C,18,X,3,144,Cibicidoides ,302.54,35.04,337.58,14890.1,1.357,1.588
U1337,C,18,X,4,0,Cibicidoides ,302.6,35.04,337.64,14892.3,1.568,1.567
U1337,C,18,X,4,8,Cibicidoides ,302.68,35.04,337.72,14895.1,1.748,1.461
U1337,C,18,X,4,16,Cibicidoides ,302.76,35.04,337.8,14898.0,1.716,1.652
U1337,C,18,X,4,24,Cibicidoides ,302.84,35.04,337.88,14900.9,1.629,1.122
U1337,C,18,X,4,32,Cibicidoides ,302.92,35.04,337.96,14903.8,1.539,1.206
U1337,C,18,X,4,40,Cibicidoides ,303,35.04,338.04,14906.7,1.419,1.159
U1337,C,18,X,4,56,Cibicidoides ,303.16,35.04,338.2,14913.8,1.369,1.121
U1337,C,18,X,4,64,Cibicidoides ,303.24,35.04,338.28,14921.6,1.525,1.557
U1337,C,18,X,4,72,Cibicidoides ,303.32,35.04,338.36,14929.3,1.473,1.748
U1337,C,18,X,4,80,Cibicidoides ,303.4,35.04,338.44,14937.1,1.678,1.485
U1337,C,18,X,4,88,Cibicidoides ,303.48,35.04,338.52,14944.9,1.698,1.420
U1337,C,18,X,4,96,Cibicidoides ,303.56,35.04,338.6,14951.6,1.698,1.406
U1337,C,18,X,4,104,Cibicidoides ,303.64,35.04,338.68,14956.9,1.700,1.450
U1337,C,18,X,4,112,Cibicidoides ,303.72,35.04,338.76,14962.1,1.543,1.544
U1337,C,18,X,4,120,Cibicidoides ,303.8,35.04,338.84,14967.3,1.440,1.500
U1337,C,18,X,4,128,Cibicidoides ,303.88,35.04,338.92,14972.5,1.478,1.522
U1337,C,18,X,4,136,Cibicidoides ,303.96,35.04,339,14977.8,1.508,1.530
U1337,C,18,X,4,144,Cibicidoides ,304.04,35.04,339.08,14983.0,1.466,1.464
U1337,C,18,X,5,0,Cibicidoides ,304.1,35.04,339.14,14986.9,1.365,1.322
U1337,C,18,X,5,8,Cibicidoides ,304.18,35.04,339.22,14992.2,1.313,1.206
U1337,C,18,X,5,16,Cibicidoides ,304.26,35.04,339.3,14997.3,1.359,1.093
U1337,C,18,X,5,24,Cibicidoides ,304.34,35.04,339.38,15001.5,1.009,1.295
U1337,C,18,X,5,32,Cibicidoides ,304.42,35.04,339.46,15005.7,1.379,1.543
U1337,C,18,X,5,40,Cibicidoides ,304.5,35.04,339.54,15009.9,1.344,1.518
U1337,C,18,X,5,48,Cibicidoides ,304.58,35.04,339.62,15014.1,1.145,1.293
U1337,C,18,X,5,56,Cibicidoides ,304.66,35.04,339.7,15018.3,0.907,1.327
U1337,C,18,X,5,64,Cibicidoides ,304.74,35.04,339.78,15022.5,1.510,1.454
U1337,C,18,X,5,72,Cibicidoides ,304.82,35.04,339.86,15026.7,1.414,1.126
U1337,C,18,X,5,80,Cibicidoides ,304.9,35.04,339.94,15030.9,0.744,0.905
U1337,C,18,X,5,88,Cibicidoides ,304.98,35.04,340.02,15035.1,1.415,1.430
U1337,C,18,X,5,96,Cibicidoides ,305.06,35.04,340.1,15039.3,1.596,1.575
U1337,C,18,X,5,104,Cibicidoides ,305.14,35.04,340.18,15043.5,1.233,1.296
U1337,C,18,X,5,112,Cibicidoides ,305.22,35.04,340.26,15047.7,1.146,1.227
U1337,C,18,X,5,120,Cibicidoides ,305.3,35.04,340.34,15051.9,1.220,1.394
U1337,C,18,X,5,128,Cibicidoides ,305.38,35.04,340.42,15056.1,1.042,1.149
U1337,C,18,X,5,136,Cibicidoides ,305.46,35.04,340.5,15060.3,1.137,1.131
U1337,C,18,X,5,144,Cibicidoides ,305.54,35.04,340.58,15064.4,1.165,1.012
U1337,C,18,X,6,0,Cibicidoides ,305.6,35.04,340.64,15067.6,1.633,1.288
U1337,C,18,X,6,8,Cibicidoides ,305.68,35.04,340.72,15071.8,0.864,1.117
U1337,C,18,X,6,16,Cibicidoides ,305.76,35.04,340.8,15076.0,0.926,0.874
U1337,C,18,X,6,24,Cibicidoides ,305.84,35.04,340.88,15080.2,0.969,1.079
U1337,C,18,X,6,32,Cibicidoides ,305.92,35.04,340.96,15084.3,1.253,1.559
U1337,C,18,X,6,48,Cibicidoides ,306.08,35.04,341.12,15092.7,1.425,1.850
U1337,C,18,X,6,56,Cibicidoides ,306.16,35.04,341.2,15096.8,1.445,1.585
U1337,C,18,X,6,64,Cibicidoides ,306.24,35.04,341.28,15101.0,1.303,1.495
U1337,A,34,X,3,20,Cibicidoides ,312.5,28.9,341.4,15107.3,1.296,1.162
U1337,A,34,X,3,30,Cibicidoides ,312.6,28.9,341.5,15112.5,1.640,1.250
U1337,A,34,X,3,40,Cibicidoides ,312.7,28.9,341.6,15117.6,1.159,1.110
U1337,A,34,X,3,50,Cibicidoides ,312.8,28.9,341.7,15122.3,1.163,1.565
U1337,A,34,X,3,60,Cibicidoides ,312.9,28.9,341.8,15127.1,1.375,1.484
U1337,A,34,X,3,70,Cibicidoides ,313,28.9,341.9,15131.8,1.324,1.486
U1337,A,34,X,3,80,Cibicidoides ,313.1,28.9,342,15136.5,1.203,1.556
U1337,A,34,X,3,90,Cibicidoides ,313.2,28.9,342.1,15141.2,1.312,1.522
U1337,A,34,X,3,100,Cibicidoides ,313.3,28.9,342.2,15145.9,1.666,1.493
U1337,A,34,X,3,110,Cibicidoides ,313.4,28.9,342.3,15150.6,1.566,1.462
U1337,A,34,X,3,120,Cibicidoides ,313.5,28.9,342.4,15155.3,1.565,1.239
U1337,A,34,X,3,130,Cibicidoides ,313.6,28.9,342.5,15161.3,1.341,1.273
U1337,A,34,X,3,139,Cibicidoides ,313.7,28.9,342.6,15167.5,1.408,1.378
U1337,A,34,X,4,0,Cibicidoides ,313.8,28.9,342.7,15173.7,1.460,1.702
U1337,A,34,X,4,10,Cibicidoides ,313.9,28.9,342.8,15179.9,1.366,1.863
U1337,A,34,X,4,20,Cibicidoides ,314,28.9,342.9,15186.0,1.477,1.592
U1337,A,34,X,4,30,Cibicidoides ,314.1,28.9,343,15192.2,1.640,1.368
U1337,A,34,X,4,40,Cibicidoides ,314.2,28.9,343.1,15198.4,1.754,1.424
U1337,A,34,X,4,50,Cibicidoides ,314.3,28.9,343.2,15205.9,1.506,1.332
U1337,A,34,X,4,60,Cibicidoides ,314.4,28.9,343.3,15213.8,1.341,1.593
U1337,A,34,X,4,70,Cibicidoides ,314.5,28.9,343.4,15221.6,1.572,1.721
U1337,A,34,X,4,80,Cibicidoides ,314.6,28.9,343.5,15229.5,1.423,1.486
U1337,A,34,X,4,90,Cibicidoides ,314.7,28.9,343.6,15237.3,1.518,1.298
U1337,A,34,X,4,100,Cibicidoides ,314.8,28.9,343.7,15241.0,1.360,1.514
U1337,A,34,X,4,110,Cibicidoides ,314.9,28.9,343.8,15244.5,1.346,1.536
U1337,A,34,X,4,120,Cibicidoides ,315,28.9,343.9,15248.1,1.359,1.793
U1337,A,34,X,4,130,Cibicidoides ,315.1,28.9,344,15251.6,1.616,1.727
U1337,A,34,X,4,140,Cibicidoides ,315.2,28.9,344.1,15255.2,1.593,1.771
U1337,A,34,X,5,0,Cibicidoides ,315.3,28.9,344.2,15258.8,1.615,1.612
U1337,A,34,X,5,10,Cibicidoides ,315.4,28.9,344.3,15262.3,1.659,1.523
U1337,A,34,X,5,20,Cibicidoides ,315.5,28.9,344.4,15265.9,1.661,1.389
U1337,A,34,X,5,30,Cibicidoides ,315.6,28.9,344.5,15269.4,1.309,1.150
U1337,A,34,X,5,40,Cibicidoides ,315.7,28.9,344.6,15273.0,1.446,1.136
U1337,A,34,X,5,50,Cibicidoides ,315.8,28.9,344.7,15276.5,1.231,1.192
U1337,A,34,X,5,60,Cibicidoides ,315.9,28.9,344.8,15280.1,1.390,1.107
U1337,A,34,X,5,70,Cibicidoides ,316,28.9,344.9,15285.9,1.751,1.610
U1337,A,34,X,5,80,Cibicidoides ,316.1,28.9,345,15291.8,1.398,1.021
U1337,C,19,X,2,81,Cibicidoides ,310.01,35.04,345.05,15294.8,1.623,1.493
U1337,A,34,X,5,90,Cibicidoides ,316.2,28.9,345.1,15297.7,1.584,1.232
U1337,C,19,X,2,89,Cibicidoides ,310.09,35.04,345.13,15299.5,1.585,1.397
U1337,C,19,X,2,97,Cibicidoides ,310.17,35.04,345.21,15304.2,1.672,1.506
U1337,C,19,X,2,105,Cibicidoides ,310.25,35.04,345.29,15308.9,1.716,1.668
U1337,C,19,X,2,113,Cibicidoides ,310.33,35.04,345.37,15313.6,1.567,1.601
U1337,C,19,X,2,129,Cibicidoides ,310.49,35.04,345.53,15322.6,1.564,1.522
