"age","d18o","auth"
30587,1.398,"Palike"
30595,1.581,"Palike"
30600,1.554,"Palike"
30602,1.678,"Palike"
30605,1.892,"Palike"
30607,1.584,"Palike"
30615,1.636,"Palike"
30622,1.81,"Palike"
30628,1.8,"Palike"
30628,1.76,"Palike"
30631,1.835,"Palike"
30633,1.442,"Palike"
30639,1.505,"Palike"
30647,1.786,"Palike"
30655,1.447,"Palike"
30657,1.29,"Palike"
30660,1.478,"Palike"
30666,1.577,"Palike"
30674,1.393,"Palike"
30677,1.014,"Palike"
30681,1.284,"Palike"
30686,1.481,"Palike"
30688,1.483,"Palike"
30691,1.726,"Palike"
30697,1.812,"Palike"
30700,1.59,"Palike"
30704,1.752,"Palike"
30707,1.995,"Palike"
30709,1.74,"Palike"
30712,1.58,"Palike"
30714,1.301,"Palike"
30716,1.729,"Palike"
30719,1.463,"Palike"
30721,1.475,"Palike"
30723,1.535,"Palike"
30726,1.657,"Palike"
30731,1.762,"Palike"
30739,1.628,"Palike"
30744,1.747,"Palike"
30751,1.86,"Palike"
30757,1.717,"Palike"
30766,1.734,"Palike"
30771,1.649,"Palike"
30780,1.876,"Palike"
30787,1.561,"Palike"
30790,1.665,"Palike"
30792,1.676,"Palike"
30797,1.588,"Palike"
30800,1.556,"Palike"
30802,1.53,"Palike"
30804,1.659,"Palike"
30809,1.981,"Palike"
30817,1.864,"Palike"
30824,1.527,"Palike"
30826,1.35,"Palike"
30828,1.849,"Palike"
30831,1.426,"Palike"
30834,1.732,"Palike"
30841,1.494,"Palike"
30843,1.462,"Palike"
30846,1.604,"Palike"
30848,1.386,"Palike"
30850,1.502,"Palike"
30853,1.847,"Palike"
30856,1.557,"Palike"
30863,1.857,"Palike"
30868,1.411,"Palike"
30868,1.41,"Palike"
30872,1.628,"Palike"
30877,1.77,"Palike"
30880,1.778,"Palike"
30882,1.873,"Palike"
30884,1.481,"Palike"
30887,1.906,"Palike"
30889,1.864,"Palike"
30891,2.032,"Palike"
30894,1.62,"Palike"
30896,2.193,"Palike"
30897,1.59,"Palike"
30898,1.902,"Palike"
30900,1.6,"Palike"
30902,1.72,"Palike"
30904,1.78,"Palike"
30906,1.811,"Palike"
30907,1.8,"Palike"
30909,1.86,"Palike"
30909,1.86,"Palike"
30910,1.862,"Palike"
30912,1.72,"Palike"
30914,1.812,"Palike"
30914,1.88,"Palike"
30919,1.66,"Palike"
30920,1.928,"Palike"
30923,1.77,"Palike"
30927,1.7,"Palike"
30933,1.68,"Palike"
30937,1.44,"Palike"
30940,1.63,"Palike"
30946,1.7,"Palike"
30952,1.54,"Palike"
30958,1.41,"Palike"
30959,1.41,"Palike"
30965,1.69,"Palike"
30971,1.81,"Palike"
30977,1.78,"Palike"
30978,2.37,"Palike"
30979,1.57,"Palike"
30983,1.6,"Palike"
30991,1.56,"Palike"
31000,1.63,"Palike"
31007,1.72,"Palike"
31013,1.57,"Palike"
31013,1.57,"Palike"
31015,1.57,"Palike"
31017,1.66,"Palike"
31018,1.52,"Palike"
31022,1.6,"Palike"
31023,1.4,"Palike"
31025,1.37,"Palike"
31027,1.34,"Palike"
31029,1.69,"Palike"
31032,1.52,"Palike"
31039,1.7,"Palike"
31040,1.7,"Palike"
31042,1.71,"Palike"
31045,1.57,"Palike"
31047,1.42,"Palike"
31049,1.32,"Palike"
31050,1.44,"Palike"
31051,1.31,"Palike"
31053,1.37,"Palike"
31055,1.33,"Palike"
31057,1.69,"Palike"
31058,1.3,"Palike"
31060,1.48,"Palike"
31060,1.48,"Palike"
31062,1.5,"Palike"
31069,1.53,"Palike"
31071,1.4,"Palike"
31075,1.45,"Palike"
31082,1.62,"Palike"
31084,1.58,"Palike"
31086,1.69,"Palike"
31088,1.67,"Palike"
31090,1.6,"Palike"
31091,1.46,"Palike"
31098,1.6,"Palike"
31105,1.42,"Palike"
31107,1.38,"Palike"
31109,1.52,"Palike"
31112,1.37,"Palike"
31114,1.47,"Palike"
31115,1.38,"Palike"
31121,1.67,"Palike"
31127,1.5,"Palike"
31129,1.54,"Palike"
31129,1.54,"Palike"
31132,1.54,"Palike"
31140,1.52,"Palike"
31145,1.45,"Palike"
31152,1.48,"Palike"
31159,1.69,"Palike"
31160,1.84,"Palike"
31163,1.63,"Palike"
31168,1.5,"Palike"
31170,1.48,"Palike"
31173,1.62,"Palike"
31173,1.62,"Palike"
31181,1.56,"Palike"
31187,1.77,"Palike"
31195,1.83,"Palike"
31202,1.59,"Palike"
31210,1.63,"Palike"
31218,1.5,"Palike"
31225,1.32,"Palike"
31233,1.38,"Palike"
31240,1.53,"Palike"
31246,1.77,"Palike"
31246,1.77,"Palike"
31248,1.62,"Palike"
31250,1.62,"Palike"
31252,1.5,"Palike"
31254,1.65,"Palike"
31255,1.83,"Palike"
31256,1.69,"Palike"
31258,1.85,"Palike"
31260,1.87,"Palike"
31263,1.68,"Palike"
31267,1.74,"Palike"
31267,1.74,"Palike"
31271,1.59,"Palike"
31278,1.6,"Palike"
31285,1.72,"Palike"
31292,1.72,"Palike"
31297,1.72,"Palike"
31300,1.62,"Palike"
31303,1.66,"Palike"
31305,1.64,"Palike"
31307,1.49,"Palike"
31308,1.61,"Palike"
31308,1.61,"Palike"
31310,1.55,"Palike"
31311,1.46,"Palike"
31315,1.34,"Palike"
31320,1.33,"Palike"
31326,1.44,"Palike"
31331,1.11,"Palike"
31335,1.24,"Palike"
31340,1.29,"Palike"
31345,1.33,"Palike"
31350,1.45,"Palike"
31350,1.45,"Palike"
31356,1.3,"Palike"
31356,1.56,"Palike"
31362,1.36,"Palike"
31368,1.66,"Palike"
31373,1.46,"Palike"
31376,1.58,"Palike"
31379,1.35,"Palike"
31380,1.32,"Palike"
31382,1.63,"Palike"
31383,1.54,"Palike"
31386,1.7,"Palike"
31386,1.7,"Palike"
31387,1.74,"Palike"
31389,1.75,"Palike"
31390,1.73,"Palike"
31392,1.62,"Palike"
31395,1.55,"Palike"
31400,1.52,"Palike"
31403,1.56,"Palike"
31408,1.33,"Palike"
31414,1.52,"Palike"
31419,1.36,"Palike"
31419,1.36,"Palike"
31422,1.46,"Palike"
31423,1.56,"Palike"
31426,1.29,"Palike"
31430,1.49,"Palike"
31431,1.3,"Palike"
31431,1.43,"Palike"
31432,1.34,"Palike"
31433,1.36,"Palike"
31433,1.89,"Palike"
31434,1.42,"Palike"
31434,1.28,"Palike"
31435,1.43,"Palike"
31436,1.43,"Palike"
31437,1.39,"Palike"
31438,1.29,"Palike"
31438,1.62,"Palike"
31439,1.24,"Palike"
31440,1.5,"Palike"
31441,1.22,"Palike"
31441,1.22,"Palike"
31441,1.36,"Palike"
31442,1.48,"Palike"
31443,1.3,"Palike"
31444,1.36,"Palike"
31445,1.22,"Palike"
31445,1.34,"Palike"
31446,1.31,"Palike"
31447,1.23,"Palike"
31450,1.22,"Palike"
31454,1.41,"Palike"
31456,1.27,"Palike"
31457,1.41,"Palike"
31459,1.43,"Palike"
31461,1.21,"Palike"
31464,1.5,"Palike"
31465,1.54,"Palike"
31465,1.544,"Palike"
31470,1.29,"Palike"
31472,1.35,"Palike"
31474,1.39,"Palike"
31475,1.36,"Palike"
31477,1.29,"Palike"
31478,1.3,"Palike"
31479,1.38,"Palike"
31481,1.54,"Palike"
31483,1.59,"Palike"
31489,1.66,"Palike"
31489,1.66,"Palike"
31495,1.54,"Palike"
31499,1.57,"Palike"
31504,1.64,"Palike"
31508,1.47,"Palike"
31509,1.42,"Palike"
31511,1.33,"Palike"
31515,1.5,"Palike"
31520,1.38,"Palike"
31522,1.41,"Palike"
31523,1.52,"Palike"
31523,1.52,"Palike"
31526,1.2,"Palike"
31528,1.56,"Palike"
31531,1.6,"Palike"
31534,1.61,"Palike"
31535,1.73,"Palike"
31538,1.48,"Palike"
31542,1.27,"Palike"
31544,1.36,"Palike"
31545,1.28,"Palike"
31548,1.51,"Palike"
31548,1.514,"Palike"
31552,1.57,"Palike"
31556,1.34,"Palike"
31558,1.49,"Palike"
31560,1.28,"Palike"
31562,1.55,"Palike"
31563,1.4,"Palike"
31565,1.33,"Palike"
31566,1.51,"Palike"
31569,1.54,"Palike"
31573,1.56,"Palike"
31577,1.49,"Palike"
31577,1.49,"Palike"
31578,1.38,"Palike"
31580,1.56,"Palike"
31581,1.33,"Palike"
31583,1.53,"Palike"
31587,1.68,"Palike"
31592,1.74,"Palike"
31597,1.49,"Palike"
31602,1.57,"Palike"
31607,1.58,"Palike"
31607,1.58,"Palike"
31611,1.57,"Palike"
31616,1.55,"Palike"
31622,1.63,"Palike"
31628,1.48,"Palike"
31632,1.55,"Palike"
31634,1.43,"Palike"
31636,1.54,"Palike"
31639,1.78,"Palike"
31641,1.75,"Palike"
31643,1.83,"Palike"
31646,1.61,"Palike"
31650,1.73,"Palike"
31656,1.8,"Palike"
31663,1.77,"Palike"
31669,1.59,"Palike"
31671,1.54,"Palike"
31674,1.54,"Palike"
31678,1.48,"Palike"
31684,1.49,"Palike"
31688,1.37,"Palike"
31688,1.37,"Palike"
31691,1.54,"Palike"
31692,1.57,"Palike"
31694,1.55,"Palike"
31696,1.46,"Palike"
31702,1.28,"Palike"
31709,1.49,"Palike"
31714,1.56,"Palike"
31717,1.46,"Palike"
31719,1.5,"Palike"
31721,1.47,"Palike"
31721,1.47,"Palike"
31723,1.42,"Palike"
31725,1.51,"Palike"
31726,1.64,"Palike"
31730,1.39,"Palike"
31737,1.42,"Palike"
31741,1.55,"Palike"
31746,1.62,"Palike"
31751,1.56,"Palike"
31758,1.53,"Palike"
31764,1.57,"Palike"
31766,1.42,"Palike"
31767,1.51,"Palike"
31767,1.51,"Palike"
31773,1.71,"Palike"
31775,1.58,"Palike"
31778,1.41,"Palike"
31780,1.54,"Palike"
31780,1.51,"Palike"
31784,1.38,"Palike"
31784,1.67,"Palike"
31786,1.34,"Palike"
31788,1.61,"Palike"
31788,1.77,"Palike"
31789,1.754,"Palike"
31789,1.75,"Palike"
31791,1.83,"Palike"
31793,1.61,"Palike"
31795,1.54,"Palike"
31797,1.54,"Palike"
31803,1.51,"Palike"
31806,1.54,"Palike"
31810,1.44,"Palike"
31814,1.6,"Palike"
31819,1.42,"Palike"
31823,1.392,"Palike"
31823,1.39,"Palike"
31829,1.2,"Palike"
31836,1.38,"Palike"
31842,1.56,"Palike"
31848,1.58,"Palike"
31852,1.61,"Palike"
31852,1.61,"Palike"
31859,1.43,"Palike"
31865,1.6,"Palike"
31871,1.58,"Palike"
31878,1.35,"Palike"
31883,1.04,"Palike"
31889,1.48,"Palike"
31895,1.4,"Palike"
31901,1.36,"Palike"
31906,1.38,"Palike"
31912,1.51,"Palike"
31912,1.51,"Palike"
31918,1.41,"Palike"
31924,1.69,"Palike"
31929,1.62,"Palike"
31936,1.67,"Palike"
31940,1.81,"Palike"
31941,1.75,"Palike"
31952,1.46,"Palike"
31953,1.37,"Palike"
31955,1.389,"Palike"
31955,1.39,"Palike"
31956,1.39,"Palike"
31958,1.48,"Palike"
31960,1.57,"Palike"
31961,1.79,"Palike"
31963,1.65,"Palike"
31965,1.68,"Palike"
31968,1.55,"Palike"
31971,1.61,"Palike"
31976,1.48,"Palike"
31981,1.56,"Palike"
31981,1.56,"Palike"
31984,1.4,"Palike"
31986,1.54,"Palike"
31987,1.43,"Palike"
31991,1.38,"Palike"
31992,1.28,"Palike"
31995,1.39,"Palike"
32000,1.39,"Palike"
32004,1.65,"Palike"
32004,1.43,"Palike"
32011,1.6,"Palike"
32011,1.32,"Palike"
32017,1.69,"Palike"
32017,1.59,"Palike"
32022,1.4,"Palike"
32022,1.51,"Palike"
32023,1.3,"Palike"
32024,1.5,"Palike"
32025,1.49,"Palike"
32028,1.49,"Palike"
32029,1.41,"Palike"
32031,1.25,"Palike"
32035,1.35,"Palike"
32037,1.42,"Palike"
32037,1.42,"Palike"
32041,1.47,"Palike"
32043,1.42,"Palike"
32047,1.59,"Palike"
32054,1.6,"Palike"
32062,1.47,"Palike"
32062,1.47,"Palike"
32066,1.28,"Palike"
32068,1.43,"Palike"
32070,1.37,"Palike"
32072,1.43,"Palike"
32074,1.22,"Palike"
32076,1.42,"Palike"
32078,1.3,"Palike"
32080,1.21,"Palike"
32082,1.24,"Palike"
32087,1.21,"Palike"
32087,1.21,"Palike"
32092,1.43,"Palike"
32094,1.3,"Palike"
32096,1.55,"Palike"
32100,1.27,"Palike"
32107,1.14,"Palike"
32113,1.22,"Palike"
32115,1.4,"Palike"
32118,1.28,"Palike"
32120,1.56,"Palike"
32122,1.35,"Palike"
32122,1.35,"Palike"
32124,1.5,"Palike"
32124,1.43,"Palike"
32126,1.39,"Palike"
32128,1.5,"Palike"
32131,1.42,"Palike"
32134,1.57,"Palike"
32142,1.6,"Palike"
32146,1.51,"Palike"
32149,1.6,"Palike"
32154,1.35,"Palike"
32157,1.22,"Palike"
32157,1.22,"Palike"
32159,1.32,"Palike"
32165,1.57,"Palike"
32173,1.59,"Palike"
32175,1.31,"Palike"
32177,1.65,"Palike"
32179,1.46,"Palike"
32181,1.53,"Palike"
32183,1.46,"Palike"
32185,1.38,"Palike"
32187,1.35,"Palike"
32187,1.35,"Palike"
32189,1.5,"Palike"
32194,1.11,"Palike"
32198,1.28,"Palike"
32200,1.18,"Palike"
32201,1.25,"Palike"
32204,1.19,"Palike"
32209,1.43,"Palike"
32214,1.54,"Palike"
32217,1.5,"Palike"
32221,1.19,"Palike"
32221,1.19,"Palike"
32227,1.42,"Palike"
32229,1.38,"Palike"
32231,1.54,"Palike"
32234,1.34,"Palike"
32241,1.44,"Palike"
32244,1.42,"Palike"
32248,1.64,"Palike"
32255,1.89,"Palike"
32263,1.74,"Palike"
32267,1.59,"Palike"
32267,1.593,"Palike"
32274,1.47,"Palike"
32276,1.36,"Palike"
32281,1.73,"Palike"
32285,1.38,"Palike"
32287,1.63,"Palike"
32289,1.62,"Palike"
32290,1.57,"Palike"
32292,1.73,"Palike"
32295,1.56,"Palike"
32298,1.72,"Palike"
32298,1.72,"Palike"
32300,1.57,"Palike"
32304,1.31,"Palike"
32306,1.21,"Palike"
32308,1.42,"Palike"
32314,1.26,"Palike"
32318,1.84,"Palike"
32320,1.44,"Palike"
32325,1.6,"Palike"
32333,1.59,"Palike"
32333,1.59,"Palike"
32337,1.61,"Palike"
32343,1.43,"Palike"
32350,1.57,"Palike"
32355,1.63,"Palike"
32358,1.88,"Palike"
32359,1.7,"Palike"
32363,1.73,"Palike"
32370,1.65,"Palike"
32372,1.6,"Palike"
32377,1.7,"Palike"
32377,1.7,"Palike"
32384,1.64,"Palike"
32391,1.62,"Palike"
32396,1.89,"Palike"
32399,1.46,"Palike"
32403,1.63,"Palike"
32405,1.72,"Palike"
32408,1.67,"Palike"
32410,1.82,"Palike"
32410,1.8,"Palike"
32413,1.76,"Palike"
32417,1.63,"Palike"
32417,1.63,"Palike"
32422,1.67,"Palike"
32424,1.48,"Palike"
32426,1.46,"Palike"
32427,1.63,"Palike"
32428,1.6,"Palike"
32429,1.71,"Palike"
32431,1.71,"Palike"
32432,1.52,"Palike"
32433,1.64,"Palike"
32436,1.61,"Palike"
32441,1.647,"Palike"
32441,1.65,"Palike"
32443,1.52,"Palike"
32444,1.45,"Palike"
32446,1.69,"Palike"
32450,1.57,"Palike"
32451,1.74,"Palike"
32451,1.65,"Palike"
32454,1.9,"Palike"
32457,1.52,"Palike"
32459,1.56,"Palike"
32462,1.63,"Palike"
32462,1.628,"Palike"
32464,1.62,"Palike"
32465,1.61,"Palike"
32466,1.69,"Palike"
32467,1.65,"Palike"
32468,1.7,"Palike"
32469,1.72,"Palike"
32470,1.76,"Palike"
32471,1.66,"Palike"
32478,1.44,"Palike"
32483,1.43,"Palike"
32483,1.5,"Palike"
32484,1.54,"Palike"
32485,1.55,"Palike"
32486,1.72,"Palike"
32487,1.71,"Palike"
32488,1.68,"Palike"
32490,1.85,"Palike"
32492,1.61,"Palike"
32493,1.77,"Palike"
32494,1.53,"Palike"
32498,1.74,"Palike"
32498,1.738,"Palike"
32500,1.52,"Palike"
32503,1.5,"Palike"
32505,1.54,"Palike"
32507,1.31,"Palike"
32508,1.7,"Palike"
32512,1.65,"Palike"
32513,1.37,"Palike"
32517,1.74,"Palike"
32520,1.78,"Palike"
32524,1.61,"Palike"
32526,1.59,"Palike"
32526,1.585,"Palike"
32532,1.87,"Palike"
32538,1.74,"Palike"
32540,1.72,"Palike"
32542,1.73,"Palike"
32544,1.74,"Palike"
32546,1.72,"Palike"
32548,1.74,"Palike"
32552,1.46,"Palike"
32557,1.43,"Palike"
32559,1.64,"Palike"
32559,1.643,"Palike"
32560,1.61,"Palike"
32562,1.48,"Palike"
32564,1.48,"Palike"
32566,1.66,"Palike"
32568,1.61,"Palike"
32572,1.56,"Palike"
32575,1.59,"Palike"
32577,1.65,"Palike"
32581,1.53,"Palike"
32588,1.59,"Palike"
32588,1.589,"Palike"
32593,1.3,"Palike"
32599,1.53,"Palike"
32604,1.72,"Palike"
32605,1.69,"Palike"
32607,1.63,"Palike"
32611,1.63,"Palike"
32617,1.55,"Palike"
32621,1.74,"Palike"
32622,1.58,"Palike"
32625,1.688,"Palike"
32625,1.69,"Palike"
32630,1.66,"Palike"
32631,1.58,"Palike"
32633,1.68,"Palike"
32635,1.6,"Palike"
32636,1.83,"Palike"
32638,1.87,"Palike"
32640,1.85,"Palike"
32642,1.57,"Palike"
32646,1.7,"Palike"
32651,1.793,"Palike"
32651,1.79,"Palike"
32658,1.78,"Palike"
32664,1.54,"Palike"
32671,1.55,"Palike"
32678,1.78,"Palike"
32683,1.5,"Palike"
32691,1.69,"Palike"
32695,1.79,"Palike"
32700,1.65,"Palike"
32708,1.34,"Palike"
32713,1.544,"Palike"
32713,1.54,"Palike"
32715,1.37,"Palike"
32726,1.74,"Palike"
32731,1.887,"Palike"
32731,1.89,"Palike"
32734,1.88,"Palike"
32741,1.91,"Palike"
32749,1.8,"Palike"
32754,1.58,"Palike"
32756,1.688,"Palike"
32756,1.69,"Palike"
32758,1.77,"Palike"
32760,1.6,"Palike"
32762,1.96,"Palike"
32764,1.74,"Palike"
32766,1.668,"Palike"
32766,1.67,"Palike"
32773,1.77,"Palike"
32780,1.76,"Palike"
32786,1.73,"Palike"
32794,1.7,"Palike"
32798,1.635,"Palike"
32798,1.64,"Palike"
32801,1.73,"Palike"
32807,1.89,"Palike"
32824,1.83,"Palike"
32828,1.731,"Palike"
32828,1.73,"Palike"
32830,1.66,"Palike"
32835,1.54,"Palike"
32841,1.54,"Palike"
32844,1.65,"Palike"
32844,1.65,"Palike"
32846,1.79,"Palike"
32849,1.86,"Palike"
32855,1.57,"Palike"
32861,1.63,"Palike"
32871,1.587,"Palike"
32871,1.587,"Palike"
32871,1.59,"Palike"
32871,1.54,"Palike"
32876,1.42,"Palike"
32878,1.69,"Palike"
32880,1.64,"Palike"
32880,1.58,"Palike"
32882,1.65,"Palike"
32882,1.89,"Palike"
32885,1.87,"Palike"
32885,1.87,"Palike"
32890,1.86,"Palike"
32894,1.87,"Palike"
32900,1.71,"Palike"
32908,1.71,"Palike"
32911,1.78,"Palike"
32911,1.78,"Palike"
32913,1.68,"Palike"
32915,1.59,"Palike"
32916,1.62,"Palike"
32916,1.64,"Palike"
32924,1.66,"Palike"
32924,1.66,"Palike"
32931,1.68,"Palike"
32935,1.74,"Palike"
32939,1.64,"Palike"
32941,1.68,"Palike"
32942,1.56,"Palike"
32942,1.56,"Palike"
32947,1.45,"Palike"
32952,1.4,"Palike"
32964,1.44,"Palike"
32972,1.57,"Palike"
32975,1.41,"Palike"
32975,1.41,"Palike"
32979,1.63,"Palike"
32983,1.56,"Palike"
32990,1.49,"Palike"
33000,1.51,"Palike"
33007,1.84,"Palike"
33015,1.66,"Palike"
33020,1.78,"Palike"
33025,1.6,"Palike"
33027,1.68,"Palike"
33029,1.55,"Palike"
33029,1.55,"Palike"
33031,1.58,"Palike"
33035,1.44,"Palike"
33043,1.51,"Palike"
33047,1.69,"Palike"
33053,1.64,"Palike"
33053,1.64,"Palike"
33061,1.53,"Palike"
33070,1.52,"Palike"
33078,1.4,"Palike"
33087,1.43,"Palike"
33093,1.48,"Palike"
33093,1.48,"Palike"
33098,1.51,"Palike"
33103,1.55,"Palike"
33112,1.65,"Palike"
33118,1.57,"Palike"
33126,1.64,"Palike"
33136,1.81,"Palike"
33145,1.68,"Palike"
33154,1.54,"Palike"
33163,1.68,"Palike"
33172,1.55,"Palike"
33181,1.77,"Palike"
33190,1.6,"Palike"
33190,1.6,"Palike"
33199,1.76,"Palike"
33208,1.83,"Palike"
33215,1.75,"Palike"
33219,1.73,"Palike"
33219,1.88,"Palike"
33226,1.54,"Palike"
33226,1.54,"Palike"
33228,1.69,"Palike"
33230,1.57,"Palike"
33232,1.54,"Palike"
33239,1.79,"Palike"
33246,1.74,"Palike"
33246,1.74,"Palike"
33253,1.79,"Palike"
33260,1.63,"Palike"
33265,1.75,"Palike"
33273,1.58,"Palike"
33288,1.73,"Palike"
33288,1.73,"Palike"
33306,1.75,"Palike"
33325,1.84,"Palike"
33345,1.77,"Palike"
33357,1.86,"Palike"
33368,1.94,"Palike"
33368,1.94,"Palike"
33371,1.83,"Palike"
33374,1.89,"Palike"
33378,1.76,"Palike"
33381,1.69,"Palike"
33381,1.69,"Palike"
33392,1.62,"Palike"
33399,1.87,"Palike"
33402,1.89,"Palike"
33405,1.77,"Palike"
33409,1.86,"Palike"
33409,1.86,"Palike"
33413,1.77,"Palike"
33418,1.78,"Palike"
33421,1.62,"Palike"
33425,1.65,"Palike"
33432,1.67,"Palike"
33439,1.84,"Palike"
33439,1.84,"Palike"
33441,1.85,"Palike"
33443,1.81,"Palike"
33447,1.69,"Palike"
33449,1.66,"Palike"
33449,1.66,"Palike"
33451,1.89,"Palike"
33453,1.81,"Palike"
33454,1.87,"Palike"
33455,1.82,"Palike"
33456,1.93,"Palike"
33456,1.931,"Palike"
33457,1.88,"Palike"
33458,1.77,"Palike"
33460,1.71,"Palike"
33460,1.71,"Palike"
33461,1.8,"Palike"
33463,1.61,"Palike"
33463,1.78,"Palike"
33465,1.9,"Palike"
33467,1.83,"Palike"
33467,1.833,"Palike"
33469,1.76,"Palike"
33472,1.52,"Palike"
33480,1.65,"Palike"
33485,1.87,"Palike"
33488,1.66,"Palike"
33488,1.665,"Palike"
33491,1.76,"Palike"
33493,1.93,"Palike"
33495,1.76,"Palike"
33500,1.72,"Palike"
33509,1.7,"Palike"
33509,1.701,"Palike"
33511,1.8,"Palike"
33513,1.64,"Palike"
33515,1.55,"Palike"
33517,1.67,"Palike"
33519,1.6,"Palike"
33527,1.85,"Palike"
33527,1.853,"Palike"
33536,1.89,"Palike"
33546,1.75,"Palike"
33554,1.72,"Palike"
33555,1.74,"Palike"
33557,1.78,"Palike"
33557,1.736,"Palike"
33558,1.77,"Palike"
33560,2.01,"Palike"
33561,1.81,"Palike"
33563,2.04,"Palike"
33565,1.83,"Palike"
33565,2.036,"Palike"
33567,1.76,"Palike"
33568,2.05,"Palike"
33572,1.96,"Palike"
33578,1.9,"Palike"
33581,1.88,"Palike"
33581,1.899,"Palike"
33587,1.71,"Palike"
33591,1.82,"Palike"
33593,1.85,"Palike"
33595,1.98,"Palike"
33596,1.95,"Palike"
33596,1.982,"Palike"
33598,2.04,"Palike"
33599,1.91,"Palike"
33601,1.92,"Palike"
33603,2.14,"Palike"
33604,2.02,"Palike"
33606,1.85,"Palike"
33607,2.09,"Palike"
33609,1.9,"Palike"
33611,1.87,"Palike"
33612,1.74,"Palike"
33612,1.871,"Palike"
33614,1.83,"Palike"
33616,2.06,"Palike"
33618,2.01,"Palike"
33620,1.83,"Palike"
33622,1.88,"Palike"
33622,1.884,"Palike"
33623,1.91,"Palike"
33625,1.86,"Palike"
33627,1.95,"Palike"
33631,1.73,"Palike"
33632,1.89,"Palike"
33634,1.77,"Palike"
33636,1.94,"Palike"
33638,2.03,"Palike"
33640,1.88,"Palike"
33640,1.877,"Palike"
33642,2.05,"Palike"
33644,2.03,"Palike"
33645,1.81,"Palike"
33647,1.89,"Palike"
33649,1.95,"Palike"
33649,1.945,"Palike"
33651,2,"Palike"
33653,1.98,"Palike"
33655,1.86,"Palike"
33656,1.83,"Palike"
33658,1.8,"Palike"
33660,1.94,"Palike"
33664,1.97,"Palike"
33668,1.8,"Palike"
33673,1.9,"Palike"
33673,1.899,"Palike"
33676,1.79,"Palike"
33680,1.48,"Palike"
33682,1.46,"Palike"
33684,1.63,"Palike"
33684,1.626,"Palike"
33686,1.56,"Palike"
33688,1.41,"Palike"
33690,1.39,"Palike"
33692,1.44,"Palike"
33695,1.45,"Palike"
33695,1.445,"Palike"
33697,1.36,"Palike"
33699,1.39,"Palike"
33702,1.18,"Palike"
33703,1.04,"Palike"
33703,1.184,"Palike"
33706,1.2,"Palike"
33710,1.19,"Palike"
33710,1.185,"Palike"
33714,1.31,"Palike"
33718,1.34,"Palike"
33722,1.26,"Palike"
33725,1.1,"Palike"
33729,1.22,"Palike"
33733,1.15,"Palike"
33733,1.153,"Palike"
33737,1.23,"Palike"
33741,1.21,"Palike"
33745,0.98,"Palike"
33748,1.13,"Palike"
33752,1.01,"Palike"
33752,1.011,"Palike"
33756,1.11,"Palike"
33760,1.37,"Palike"
33767,1.23,"Palike"
33769,1.189,"Palike"
33769,1.19,"Palike"
33773,1.11,"Palike"
33775,1.28,"Palike"
33780,1.49,"Palike"
33780,1.17,"Palike"
33780,1.492,"Palike"
33786,1.22,"Palike"
33787,1.48,"Palike"
33791,1.21,"Palike"
33794,1.31,"Palike"
33800,1.2,"Palike"
33800,1.2,"Palike"
33807,1.44,"Palike"
33811,1.442,"Palike"
33811,1.22,"Palike"
33814,1.1,"Palike"
33821,1.07,"Palike"
33827,1.3,"Palike"
33833,1.249,"Palike"
33833,1.25,"Palike"
33841,1.21,"Palike"
33843,1.2,"Palike"
33846,1.38,"Palike"
33852,1.25,"Palike"
33858,1.02,"Palike"
33866,1.38,"Palike"
33866,1.375,"Palike"
33874,1.2,"Palike"
33884,1.11,"Palike"
33884,1.108,"Palike"
33895,1.22,"Palike"
33905,1.13,"Palike"
33915,1.04,"Palike"
33928,0.8,"Palike"
33946,0.9,"Palike"
