"age","d18o","auth"
21812,1.52,"Palike"
21818,1.387,"Palike"
21821,1.46,"Palike"
21832,1.571,"Palike"
21847,1.277,"Palike"
21849,1.397,"Palike"
21863,1.351,"Palike"
21867,1.56,"Palike"
21875,1.968,"Palike"
21890,1.484,"Palike"
21899,1.687,"Palike"
21920,1.714,"Palike"
21930,1.81,"Palike"
21931,1.47,"Palike"
21942,1.809,"Palike"
21962,1.843,"Palike"
21971,1.559,"Palike"
21978,1.922,"Palike"
22012,1.547,"Palike"
22035,1.651,"Palike"
22044,1.357,"Palike"
22062,1.66,"Palike"
22085,1.585,"Palike"
22104,1.609,"Palike"
22122,1.275,"Palike"
22130,1.419,"Palike"
22146,1.166,"Palike"
22149,1.254,"Palike"
22151,1.932,"Palike"
22152,1.875,"Palike"
22155,1.346,"Palike"
22156,1.767,"Palike"
22157,1.877,"Palike"
22159,2.08,"Palike"
22159,1.86,"Palike"
22162,1.962,"Palike"
22163,1.82,"Palike"
22164,1.846,"Palike"
22166,1.958,"Palike"
22169,2.001,"Palike"
22174,1.695,"Palike"
22177,2.165,"Palike"
22180,1.952,"Palike"
22182,1.898,"Palike"
22190,1.94,"Palike"
22213,1.894,"Palike"
22215,1.83,"Palike"
22224,0.808,"Palike"
22229,2.044,"Palike"
22236,1.795,"Palike"
22247,1.865,"Palike"
22250,1.788,"Palike"
22255,1.602,"Palike"
22259,1.73,"Palike"
22265,1.807,"Palike"
22273,1.742,"Palike"
22277,1.737,"Palike"
22280,1.625,"Palike"
22285,1.881,"Palike"
22292,1.482,"Palike"
22295,1.207,"Palike"
22303,1.598,"Palike"
22321,1.897,"Palike"
22334,1.793,"Palike"
22334,1.7,"Palike"
22346,1.848,"Palike"
22351,1.734,"Palike"
22356,1.83,"Palike"
22361,1.447,"Palike"
22367,1.732,"Palike"
22374,1.508,"Palike"
22392,1.908,"Palike"
22409,1.467,"Palike"
22411,1.393,"Palike"
22414,1.389,"Palike"
22418,1.963,"Palike"
22422,1.401,"Palike"
22422,1.68,"Palike"
22437,1.388,"Palike"
22440,2.161,"Palike"
22458,1.65,"Palike"
22473,2.04,"Palike"
22478,1.678,"Palike"
22491,1.444,"Palike"
22531,1.26,"Palike"
22547,1.67,"Palike"
22566,1.86,"Palike"
22573,1.49,"Palike"
22585,1.818,"Palike"
22585,1.6,"Palike"
22593,1.792,"Palike"
22593,1.816,"Palike"
22596,1.53,"Palike"
22599,1.486,"Palike"
22604,1.571,"Palike"
22609,1.519,"Palike"
22655,1.582,"Palike"
22655,1.67,"Palike"
22672,1.757,"Palike"
22701,1.787,"Palike"
22706,1.331,"Palike"
22708,1.833,"Palike"
22709,1.773,"Palike"
22712,1.52,"Palike"
22716,1.868,"Palike"
22721,2.012,"Palike"
22722,1.343,"Palike"
22725,1.877,"Palike"
22727,1.89,"Palike"
22732,1.722,"Palike"
22735,1.99,"Palike"
22736,2.154,"Palike"
22739,1.879,"Palike"
22747,1.525,"Palike"
22755,1.878,"Palike"
22759,1.613,"Palike"
22761,1.773,"Palike"
22769,1.747,"Palike"
22771,1.871,"Palike"
22775,1.986,"Palike"
22777,1.751,"Palike"
22780,1.372,"Palike"
22782,1.516,"Palike"
22787,1.467,"Palike"
22796,1.811,"Palike"
22802,1.57,"Palike"
22805,1.417,"Palike"
22809,1.043,"Palike"
22818,1.556,"Palike"
22827,1.711,"Palike"
22832,1.85,"Palike"
22833,1.307,"Palike"
22833,1.91,"Palike"
22838,1.974,"Palike"
22840,1.78,"Palike"
22841,1.83,"Palike"
22843,1.904,"Palike"
22848,1.969,"Palike"
22853,1.804,"Palike"
22859,1.67,"Palike"
22865,2.073,"Palike"
22869,1.958,"Palike"
22872,1.794,"Palike"
22877,1.48,"Palike"
22888,1.784,"Palike"
22898,1.719,"Palike"
22907,1.853,"Palike"
22909,1.79,"Palike"
22911,1.648,"Palike"
22950,1.88,"Palike"
22955,1.847,"Palike"
22964,1.92,"Palike"
22973,1.815,"Palike"
22973,1.65,"Palike"
22980,1.99,"Palike"
22984,1.938,"Palike"
22992,1.862,"Palike"
22995,2.274,"Palike"
22997,2.13,"Palike"
22999,2.147,"Palike"
23007,1.871,"Palike"
23019,2.114,"Palike"
23023,2.327,"Palike"
23025,2.13,"Palike"
23026,2.131,"Palike"
23034,2.075,"Palike"
23039,1.172,"Palike"
23041,2.053,"Palike"
23045,2.286,"Palike"
23046,1.96,"Palike"
23057,1.991,"Palike"
23060,2.2,"Palike"
23061,2.18,"Palike"
23063,1.859,"Palike"
23067,2.222,"Palike"
23070,2.036,"Palike"
23072,2.2,"Palike"
23073,2.109,"Palike"
23077,2.216,"Palike"
23079,2.15,"Palike"
23080,1.93,"Palike"
23084,1.975,"Palike"
23090,2.105,"Palike"
23096,1.98,"Palike"
23105,1.713,"Palike"
23112,1.872,"Palike"
23119,1.783,"Palike"
23123,2.05,"Palike"
23126,1.983,"Palike"
23134,2.013,"Palike"
23142,1.764,"Palike"
23146,2.183,"Palike"
23152,1.715,"Palike"
23158,1.486,"Palike"
23170,1.58,"Palike"
23174,1.766,"Palike"
23180,1.507,"Palike"
23192,1.807,"Palike"
23192,1.77,"Palike"
23198,1.578,"Palike"
23211,1.808,"Palike"
23227,1.51,"Palike"
23247,1.8,"Palike"
23265,1.383,"Palike"
23295,1.53,"Palike"
23308,1.61,"Palike"
23315,1.52,"Palike"
23333,1.59,"Palike"
23337,1.61,"Palike"
23342,1.51,"Palike"
23357,1.45,"Palike"
23365,1.46,"Palike"
23388,1.53,"Palike"
23397,1.36,"Palike"
23400,1.41,"Palike"
23407,1.5,"Palike"
23419,1.37,"Palike"
23421,1.75,"Palike"
23425,1.351,"Palike"
23427,1.372,"Palike"
23428,1.29,"Palike"
23439,1.96,"Palike"
23452,1.68,"Palike"
23456,1.801,"Palike"
23458,1.383,"Palike"
23461,1.31,"Palike"
23465,1.553,"Palike"
23481,1.673,"Palike"
23483,1.464,"Palike"
23490,1.923,"Palike"
23490,1.703,"Palike"
23494,1.73,"Palike"
23499,0.927,"Palike"
23502,1.63,"Palike"
23506,1.702,"Palike"
23511,1.556,"Palike"
23514,1.42,"Palike"
23516,1.63,"Palike"
23516,1.63,"Palike"
23521,1.672,"Palike"
23528,1.755,"Palike"
23537,1.569,"Palike"
23546,1.493,"Palike"
23551,1.41,"Palike"
23551,1.225,"Palike"
23554,1.54,"Palike"
23557,1.732,"Palike"
23559,1.576,"Palike"
23562,1.809,"Palike"
23563,1.59,"Palike"
23566,1.902,"Palike"
23569,1.72,"Palike"
23572,1.885,"Palike"
23579,1.47,"Palike"
23585,1.254,"Palike"
23586,1.68,"Palike"
23587,1.696,"Palike"
23588,1.43,"Palike"
23590,1.53,"Palike"
23600,1.683,"Palike"
23601,1.34,"Palike"
23604,1.846,"Palike"
23608,1.75,"Palike"
23611,1.67,"Palike"
23616,1.892,"Palike"
23619,2.145,"Palike"
23621,1.73,"Palike"
23625,1.6,"Palike"
23641,1.952,"Palike"
23643,1.826,"Palike"
23649,1.69,"Palike"
23653,1.377,"Palike"
23657,1.534,"Palike"
23660,1.332,"Palike"
23664,1.739,"Palike"
23667,1.543,"Palike"
23674,1.576,"Palike"
23676,1.56,"Palike"
23681,1.646,"Palike"
23685,1.728,"Palike"
23687,1.98,"Palike"
23693,1.206,"Palike"
23700,1.598,"Palike"
23702,1.49,"Palike"
23707,1.413,"Palike"
23709,1.152,"Palike"
23711,1.036,"Palike"
23718,1.377,"Palike"
23727,1.65,"Palike"
23731,1.929,"Palike"
23731,1.14,"Palike"
23734,1.16,"Palike"
23735,1.064,"Palike"
23735,1.286,"Palike"
23737,1.754,"Palike"
23738,1.19,"Palike"
23739,1.388,"Palike"
23742,1.115,"Palike"
23744,1.441,"Palike"
23745,1.46,"Palike"
23745,1.31,"Palike"
23746,1.717,"Palike"
23746,1.185,"Palike"
23747,1.168,"Palike"
23749,1.296,"Palike"
23749,1.197,"Palike"
23753,1.183,"Palike"
23754,1.621,"Palike"
23760,1.508,"Palike"
23762,1.154,"Palike"
23762,1.3,"Palike"
23765,1.048,"Palike"
23769,1.63,"Palike"
23775,1.697,"Palike"
23777,1.4,"Palike"
23782,1.096,"Palike"
23785,1.06,"Palike"
23791,1.384,"Palike"
23795,1.42,"Palike"
23799,1.488,"Palike"
23807,1.303,"Palike"
23810,1.237,"Palike"
23817,1.441,"Palike"
23823,1.156,"Palike"
23825,1.031,"Palike"
23827,1.43,"Palike"
23831,1.433,"Palike"
23838,1.527,"Palike"
23847,1.242,"Palike"
23852,1.41,"Palike"
23854,1.483,"Palike"
23861,1.326,"Palike"
23867,1.44,"Palike"
23875,1.415,"Palike"
23884,1.728,"Palike"
23889,1.24,"Palike"
23897,1.912,"Palike"
23898,1.47,"Palike"
23901,1.647,"Palike"
23910,1.532,"Palike"
23914,1.555,"Palike"
23920,1.423,"Palike"
23931,1.783,"Palike"
23935,1.41,"Palike"
23942,1.345,"Palike"
23945,1.148,"Palike"
23954,1.731,"Palike"
23965,1.649,"Palike"
23976,1.41,"Palike"
23978,1.452,"Palike"
23982,1.298,"Palike"
23984,1.175,"Palike"
23987,1.327,"Palike"
23988,1.42,"Palike"
23993,1.458,"Palike"
23997,1.401,"Palike"
24000,1.433,"Palike"
24003,1.39,"Palike"
24006,1.422,"Palike"
24008,1.365,"Palike"
24010,1.38,"Palike"
24014,1.626,"Palike"
24023,1.29,"Palike"
24025,1.204,"Palike"
24028,1.571,"Palike"
24031,1.51,"Palike"
24034,1.533,"Palike"
24044,1.389,"Palike"
24059,1.438,"Palike"
24061,1.1,"Palike"
24063,0.962,"Palike"
24066,1.584,"Palike"
24067,1.23,"Palike"
24069,1.395,"Palike"
24072,1.239,"Palike"
24075,1.412,"Palike"
24075,1.46,"Palike"
24077,1.694,"Palike"
24079,1.51,"Palike"
24083,1.628,"Palike"
24090,1.073,"Palike"
24093,1.416,"Palike"
24095,1.13,"Palike"
24101,1.263,"Palike"
24104,1.277,"Palike"
24104,1.436,"Palike"
24107,1.14,"Palike"
24108,1.237,"Palike"
24111,1.191,"Palike"
24115,1.224,"Palike"
24118,1.028,"Palike"
24120,1.384,"Palike"
24127,1.381,"Palike"
24138,1.354,"Palike"
24143,1.517,"Palike"
24150,1.431,"Palike"
24161,1.245,"Palike"
24165,1.159,"Palike"
24166,1.3,"Palike"
24171,1.289,"Palike"
24176,1.133,"Palike"
24179,1.206,"Palike"
24182,1.14,"Palike"
24183,1.37,"Palike"
24185,1.084,"Palike"
24188,1.296,"Palike"
24191,1.609,"Palike"
24194,1.562,"Palike"
24199,1.337,"Palike"
24208,0.911,"Palike"
24209,1.41,"Palike"
24210,1.445,"Palike"
24214,1.191,"Palike"
24217,1.347,"Palike"
24220,1.333,"Palike"
24222,1.29,"Palike"
24223,1.129,"Palike"
24225,1.224,"Palike"
24229,1.22,"Palike"
24232,1.305,"Palike"
24233,1.46,"Palike"
24234,1.4,"Palike"
24235,1.4,"Palike"
24238,1.685,"Palike"
24241,1.411,"Palike"
24244,1.367,"Palike"
24244,1.4,"Palike"
24247,1.473,"Palike"
24255,1.528,"Palike"
24264,1.723,"Palike"
24275,1.519,"Palike"
24275,1.3,"Palike"
24277,1.256,"Palike"
24280,1.221,"Palike"
24283,1.476,"Palike"
24291,1.52,"Palike"
24292,1.551,"Palike"
24295,1.45,"Palike"
24296,1.806,"Palike"
24302,1.502,"Palike"
24308,1.411,"Palike"
24311,1.61,"Palike"
24314,1.557,"Palike"
24324,1.503,"Palike"
24340,1.603,"Palike"
24348,1.38,"Palike"
24352,1.82,"Palike"
24356,1.327,"Palike"
24357,1.711,"Palike"
24359,1.36,"Palike"
24360,1.385,"Palike"
24363,1.64,"Palike"
24366,1.578,"Palike"
24369,1.641,"Palike"
24372,1.505,"Palike"
24374,1.25,"Palike"
24374,1.419,"Palike"
24378,0.974,"Palike"
24380,0.997,"Palike"
24390,1.422,"Palike"
24393,1.38,"Palike"
24394,1.28,"Palike"
24402,1.333,"Palike"
24404,1.184,"Palike"
24406,1.227,"Palike"
24409,1.62,"Palike"
24412,1.4,"Palike"
24419,1.374,"Palike"
24426,1.716,"Palike"
24432,1.63,"Palike"
24433,1.75,"Palike"
24436,1.573,"Palike"
24437,1.833,"Palike"
24439,1.769,"Palike"
24440,2.046,"Palike"
24440,1.75,"Palike"
24441,1.4,"Palike"
24442,1.96,"Palike"
24444,1.704,"Palike"
24444,1.406,"Palike"
24447,1.63,"Palike"
24447,1.495,"Palike"
24448,1.349,"Palike"
24449,1.469,"Palike"
24451,1.412,"Palike"
24451,1.385,"Palike"
24453,1.336,"Palike"
24456,1.53,"Palike"
24457,1.519,"Palike"
24459,1.682,"Palike"
24460,1.751,"Palike"
24464,1.257,"Palike"
24467,1.208,"Palike"
24475,1.309,"Palike"
24476,1.38,"Palike"
24477,1.38,"Palike"
24478,1.553,"Palike"
24478,1.488,"Palike"
24480,1.816,"Palike"
24480,1.254,"Palike"
24482,1.511,"Palike"
24482,1.563,"Palike"
24484,1.455,"Palike"
24484,1.569,"Palike"
24485,1.41,"Palike"
24488,1.317,"Palike"
24489,1.475,"Palike"
24494,1.117,"Palike"
24496,1.491,"Palike"
24501,1.129,"Palike"
24504,1.338,"Palike"
24508,1.383,"Palike"
24510,1.36,"Palike"
24511,1.165,"Palike"
24515,1.309,"Palike"
24518,1.63,"Palike"
24519,1.539,"Palike"
24521,1.367,"Palike"
24522,1.658,"Palike"
24524,1.951,"Palike"
24525,1.674,"Palike"
24531,1.389,"Palike"
24531,1.446,"Palike"
24537,1.534,"Palike"
24537,1.557,"Palike"
24539,1.279,"Palike"
24540,1.493,"Palike"
24543,1.531,"Palike"
24544,1.489,"Palike"
24548,1.457,"Palike"
24550,1.93,"Palike"
24554,1.408,"Palike"
24557,1.696,"Palike"
24558,1.547,"Palike"
24563,1.29,"Palike"
24571,1.573,"Palike"
24575,1.483,"Palike"
24577,1.304,"Palike"
24579,1.395,"Palike"
24583,1.052,"Palike"
24590,1.214,"Palike"
24598,1.207,"Palike"
24602,1.184,"Palike"
24610,1.139,"Palike"
24617,1.578,"Palike"
24624,1.177,"Palike"
24632,1.687,"Palike"
24638,1.623,"Palike"
24646,1.481,"Palike"
24650,1.518,"Palike"
24652,1.486,"Palike"
24656,1.378,"Palike"
24660,1.526,"Palike"
24665,1.314,"Palike"
24667,1.319,"Palike"
24669,1.602,"Palike"
24671,1.328,"Palike"
24673,1.329,"Palike"
24675,1.37,"Palike"
24677,1.251,"Palike"
24679,1.4,"Palike"
24680,1.524,"Palike"
24681,1.385,"Palike"
24683,1.453,"Palike"
24688,1.495,"Palike"
24695,1.398,"Palike"
24698,1.262,"Palike"
24699,1.289,"Palike"
24702,1.359,"Palike"
24704,1.463,"Palike"
24705,1.17,"Palike"
24707,1.574,"Palike"
24708,1.31,"Palike"
24710,1.554,"Palike"
24712,1.278,"Palike"
24713,1.428,"Palike"
24716,1.322,"Palike"
24718,1.408,"Palike"
24720,1.431,"Palike"
24722,1.374,"Palike"
24723,1.366,"Palike"
24725,1.591,"Palike"
24730,1.57,"Palike"
24737,1.461,"Palike"
24742,1.398,"Palike"
24747,1.494,"Palike"
24749,1.085,"Palike"
24752,1.514,"Palike"
24753,1.279,"Palike"
24755,1.161,"Palike"
24757,1.175,"Palike"
24758,1.248,"Palike"
24763,1.36,"Palike"
24765,1.598,"Palike"
24769,1.468,"Palike"
24780,1.379,"Palike"
24790,1.358,"Palike"
24798,1.606,"Palike"
24801,1.565,"Palike"
24804,1.671,"Palike"
24810,1.75,"Palike"
24812,1.88,"Palike"
24820,1.502,"Palike"
24828,1.507,"Palike"
24830,1.579,"Palike"
24836,1.358,"Palike"
24841,1.368,"Palike"
24844,1.293,"Palike"
24847,1.472,"Palike"
24849,1.372,"Palike"
24852,1.525,"Palike"
24855,1.505,"Palike"
24857,1.536,"Palike"
24857,1.568,"Palike"
24860,1.432,"Palike"
24863,1.401,"Palike"
24871,1.322,"Palike"
24875,1.45,"Palike"
24878,1.261,"Palike"
24881,1.36,"Palike"
24883,1.286,"Palike"
24887,1.288,"Palike"
24890,1.415,"Palike"
24893,1.516,"Palike"
24896,1.355,"Palike"
24902,1.467,"Palike"
24912,1.226,"Palike"
24923,1.86,"Palike"
24930,1.529,"Palike"
24933,1.442,"Palike"
24935,1.298,"Palike"
24937,1.671,"Palike"
24944,1.649,"Palike"
24950,1.573,"Palike"
24951,1.802,"Palike"
24952,1.863,"Palike"
24953,1.817,"Palike"
24955,1.591,"Palike"
24961,1.547,"Palike"
24963,1.781,"Palike"
24967,1.446,"Palike"
24972,1.404,"Palike"
24979,1.26,"Palike"
24985,1.361,"Palike"
24988,1.312,"Palike"
24990,1.573,"Palike"
24991,1.61,"Palike"
24992,1.451,"Palike"
24999,1.323,"Palike"
25004,1.427,"Palike"
25005,1.512,"Palike"
25008,1.406,"Palike"
25013,1.518,"Palike"
25020,1.536,"Palike"
25026,1.661,"Palike"
25033,1.578,"Palike"
25035,1.77,"Palike"
25037,1.576,"Palike"
25043,1.565,"Palike"
25050,1.52,"Palike"
25053,1.235,"Palike"
25055,1.686,"Palike"
25061,1.342,"Palike"
25062,1.443,"Palike"
25066,1.503,"Palike"
25073,1.416,"Palike"
25078,1.467,"Palike"
25081,1.601,"Palike"
25081,1.492,"Palike"
25082,1.433,"Palike"
25087,1.668,"Palike"
25093,1.512,"Palike"
25096,1.374,"Palike"
25101,1.602,"Palike"
25102,1.489,"Palike"
25104,1.555,"Palike"
25106,1.567,"Palike"
25108,1.564,"Palike"
25110,1.584,"Palike"
25112,1.467,"Palike"
25114,1.686,"Palike"
25115,1.89,"Palike"
25117,1.648,"Palike"
25119,1.686,"Palike"
25120,1.75,"Palike"
25124,1.679,"Palike"
25131,1.688,"Palike"
25136,1.746,"Palike"
25140,1.612,"Palike"
25141,1.631,"Palike"
25143,1.664,"Palike"
25145,1.69,"Palike"
25147,1.608,"Palike"
25151,1.369,"Palike"
25156,1.548,"Palike"
25159,1.557,"Palike"
25160,1.42,"Palike"
25162,1.621,"Palike"
25166,1.549,"Palike"
25172,1.172,"Palike"
25177,1.701,"Palike"
25183,1.365,"Palike"
25186,1.403,"Palike"
25188,1.286,"Palike"
25190,1.613,"Palike"
25191,1.258,"Palike"
25193,1.229,"Palike"
25196,1.535,"Palike"
25197,1.325,"Palike"
25198,1.6,"Palike"
25201,1.525,"Palike"
25206,1.729,"Palike"
25212,1.413,"Palike"
25217,1.567,"Palike"
25220,1.239,"Palike"
25222,1.402,"Palike"
25226,1.607,"Palike"
25229,1.479,"Palike"
25230,1.5,"Palike"
25231,1.496,"Palike"
25233,1.58,"Palike"
25235,1.51,"Palike"
25235,1.8,"Palike"
25236,1.463,"Palike"
25238,1.486,"Palike"
25241,1.355,"Palike"
25247,1.343,"Palike"
25253,1.494,"Palike"
25260,1.408,"Palike"
25266,1.202,"Palike"
25274,1.333,"Palike"
25280,1.318,"Palike"
25286,0.873,"Palike"
25286,1.59,"Palike"
25288,1.517,"Palike"
25294,1.508,"Palike"
25302,1.484,"Palike"
25304,1.302,"Palike"
25306,1.326,"Palike"
25307,1.653,"Palike"
25310,1.425,"Palike"
25311,1.27,"Palike"
25314,1.384,"Palike"
25319,1.526,"Palike"
25326,1.465,"Palike"
25331,1.482,"Palike"
25332,1.75,"Palike"
25334,1.525,"Palike"
25337,1.404,"Palike"
25340,1.283,"Palike"
25343,1.483,"Palike"
25350,1.292,"Palike"
25354,1.259,"Palike"
25356,1.303,"Palike"
25361,1.261,"Palike"
25365,1.348,"Palike"
25369,1.544,"Palike"
25370,1.544,"Palike"
25376,1.367,"Palike"
25380,1.257,"Palike"
25387,1.352,"Palike"
25393,1.413,"Palike"
25400,1.471,"Palike"
25405,1.427,"Palike"
25411,1.54,"Palike"
25419,1.441,"Palike"
25420,1.54,"Palike"
25427,1.417,"Palike"
25432,1.518,"Palike"
25439,1.552,"Palike"
25446,1.294,"Palike"
25448,1.296,"Palike"
25452,1.482,"Palike"
25456,1.55,"Palike"
25464,1.565,"Palike"
25468,1.345,"Palike"
25471,1.608,"Palike"
25477,1.274,"Palike"
25481,1.499,"Palike"
25485,1.678,"Palike"
25487,1.908,"Palike"
25491,1.581,"Palike"
25499,1.724,"Palike"
25506,1.695,"Palike"
25509,1.531,"Palike"
25512,1.982,"Palike"
25514,1.535,"Palike"
25516,1.446,"Palike"
25516,1.685,"Palike"
25521,1.77,"Palike"
25521,1.893,"Palike"
25528,1.688,"Palike"
25528,1.714,"Palike"
25534,1.622,"Palike"
25534,1.647,"Palike"
25535,1.68,"Palike"
25539,1.71,"Palike"
25539,1.731,"Palike"
25549,1.844,"Palike"
25556,1.673,"Palike"
25562,1.724,"Palike"
25567,1.632,"Palike"
25575,1.734,"Palike"
25583,1.71,"Palike"
25586,1.54,"Palike"
25588,1.511,"Palike"
25592,1.696,"Palike"
25592,1.63,"Palike"
25599,1.865,"Palike"
25603,1.473,"Palike"
25607,1.786,"Palike"
25614,1.781,"Palike"
25621,1.763,"Palike"
25627,1.44,"Palike"
25632,1.603,"Palike"
25634,1.436,"Palike"
25636,1.487,"Palike"
25640,1.362,"Palike"
25645,1.493,"Palike"
25650,1.73,"Palike"
25654,1.661,"Palike"
25672,1.459,"Palike"
25675,1.552,"Palike"
25677,1.365,"Palike"
25679,1.436,"Palike"
25681,1.359,"Palike"
25683,1.403,"Palike"
25685,1.239,"Palike"
25687,1.84,"Palike"
25689,1.405,"Palike"
25692,1.428,"Palike"
25696,1.944,"Palike"
25703,1.811,"Palike"
25707,1.207,"Palike"
25708,1.581,"Palike"
25710,1.69,"Palike"
25712,1.589,"Palike"
25716,1.578,"Palike"
25717,1.261,"Palike"
25718,1.75,"Palike"
25720,1.783,"Palike"
25722,1.545,"Palike"
25723,1.326,"Palike"
25725,1.309,"Palike"
25726,1.3,"Palike"
25728,1.456,"Palike"
25729,1.527,"Palike"
25731,1.396,"Palike"
25732,1.282,"Palike"
25734,1.61,"Palike"
25735,1.46,"Palike"
25735,1.813,"Palike"
25737,1.686,"Palike"
25740,1.622,"Palike"
25742,1.625,"Palike"
25744,1.642,"Palike"
25747,1.524,"Palike"
25749,1.367,"Palike"
25750,1.593,"Palike"
25756,1.459,"Palike"
25761,1.59,"Palike"
25762,1.807,"Palike"
25763,1.636,"Palike"
25764,1.461,"Palike"
25766,1.806,"Palike"
25768,1.348,"Palike"
25771,1.727,"Palike"
25773,1.554,"Palike"
25777,1.664,"Palike"
25781,1.566,"Palike"
25782,1.585,"Palike"
25782,1.585,"Palike"
25784,1.665,"Palike"
25789,1.505,"Palike"
25792,1.646,"Palike"
25796,1.65,"Palike"
25801,1.709,"Palike"
25803,1.77,"Palike"
25803,1.641,"Palike"
25811,1.827,"Palike"
25820,1.725,"Palike"
25824,1.554,"Palike"
25829,1.868,"Palike"
25833,1.589,"Palike"
25836,1.684,"Palike"
25842,1.286,"Palike"
25845,1.469,"Palike"
25852,1.669,"Palike"
25856,1.83,"Palike"
25860,1.747,"Palike"
25868,1.7,"Palike"
25876,1.829,"Palike"
25885,1.926,"Palike"
25893,1.686,"Palike"
25900,1.749,"Palike"
25907,1.602,"Palike"
25914,1.671,"Palike"
25916,1.443,"Palike"
25919,1.612,"Palike"
25923,1.82,"Palike"
25924,1.68,"Palike"
25925,1.862,"Palike"
25933,1.889,"Palike"
25941,1.833,"Palike"
25945,1.706,"Palike"
25953,1.686,"Palike"
25954,1.518,"Palike"
25955,1.512,"Palike"
25959,1.791,"Palike"
25966,1.991,"Palike"
25969,1.734,"Palike"
25974,1.83,"Palike"
25975,2.336,"Palike"
25978,1.877,"Palike"
25983,1.712,"Palike"
25986,1.627,"Palike"
25991,1.955,"Palike"
25997,1.552,"Palike"
26002,1.695,"Palike"
26003,1.989,"Palike"
26009,1.665,"Palike"
26014,1.765,"Palike"
26016,1.975,"Palike"
26018,1.851,"Palike"
26019,2.054,"Palike"
26019,1.884,"Palike"
26021,1.77,"Palike"
26026,1.597,"Palike"
26028,1.335,"Palike"
26029,1.339,"Palike"
26030,1.77,"Palike"
26031,1.397,"Palike"
26032,1.523,"Palike"
26034,1.71,"Palike"
26036,1.628,"Palike"
26037,1.398,"Palike"
26038,1.434,"Palike"
26039,1.409,"Palike"
26040,1.566,"Palike"
26042,1.371,"Palike"
26043,1.355,"Palike"
26046,1.609,"Palike"
26049,1.843,"Palike"
26052,1.94,"Palike"
26056,1.273,"Palike"
26058,1.673,"Palike"
26059,1.349,"Palike"
26063,1.606,"Palike"
26063,1.613,"Palike"
26069,1.626,"Palike"
26069,1.741,"Palike"
26069,1.94,"Palike"
26072,1.565,"Palike"
26072,1.67,"Palike"
26076,1.362,"Palike"
26077,1.56,"Palike"
26077,1.784,"Palike"
26079,1.545,"Palike"
26079,1.588,"Palike"
26084,1.722,"Palike"
26084,1.49,"Palike"
26088,1.506,"Palike"
26088,1.691,"Palike"
26090,1.581,"Palike"
26090,1.368,"Palike"
26092,1.529,"Palike"
26095,1.681,"Palike"
26099,1.488,"Palike"
26100,1.297,"Palike"
26101,1.6,"Palike"
26102,1.437,"Palike"
26104,1.565,"Palike"
26105,1.425,"Palike"
26107,1.436,"Palike"
26109,1.366,"Palike"
26110,1.343,"Palike"
26112,1.351,"Palike"
26114,1.354,"Palike"
26117,1.314,"Palike"
26119,1.409,"Palike"
26120,1.66,"Palike"
26121,1.483,"Palike"
26124,1.4,"Palike"
26126,1.63,"Palike"
26129,1.652,"Palike"
26131,1.797,"Palike"
26137,1.557,"Palike"
26150,1.572,"Palike"
26157,1.638,"Palike"
26163,1.714,"Palike"
26165,1.91,"Palike"
26168,1.555,"Palike"
26172,1.815,"Palike"
26179,1.73,"Palike"
26183,1.885,"Palike"
26188,1.47,"Palike"
26190,1.825,"Palike"
26193,1.654,"Palike"
26198,1.56,"Palike"
26205,1.516,"Palike"
26209,1.695,"Palike"
26212,1.697,"Palike"
26214,1.454,"Palike"
26216,1.588,"Palike"
26218,1.383,"Palike"
26223,1.594,"Palike"
26227,1.727,"Palike"
26229,1.446,"Palike"
26232,1.877,"Palike"
26233,1.858,"Palike"
26235,1.63,"Palike"
26239,1.465,"Palike"
26239,2.143,"Palike"
26240,1.493,"Palike"
26243,1.681,"Palike"
26247,1.543,"Palike"
26250,1.781,"Palike"
26255,1.776,"Palike"
26259,1.791,"Palike"
26265,1.575,"Palike"
26266,1.159,"Palike"
26268,1.45,"Palike"
26269,1.678,"Palike"
26270,1.7,"Palike"
26271,1.622,"Palike"
26272,1.66,"Palike"
26273,1.667,"Palike"
26275,1.735,"Palike"
26276,1.452,"Palike"
26280,1.833,"Palike"
26285,1.971,"Palike"
26290,1.746,"Palike"
26293,1.617,"Palike"
26297,1.801,"Palike"
26302,1.813,"Palike"
26308,1.73,"Palike"
26312,1.94,"Palike"
26313,1.938,"Palike"
26315,1.635,"Palike"
26321,1.95,"Palike"
26327,1.753,"Palike"
26339,1.949,"Palike"
26346,1.82,"Palike"
26352,2.004,"Palike"
26357,1.535,"Palike"
26359,1.581,"Palike"
26363,1.469,"Palike"
26363,1.93,"Palike"
26368,2.11,"Palike"
26369,1.735,"Palike"
26373,1.664,"Palike"
26378,1.825,"Palike"
26382,1.788,"Palike"
26388,1.605,"Palike"
26395,1.663,"Palike"
26401,1.625,"Palike"
26408,2.019,"Palike"
26415,1.976,"Palike"
26419,1.862,"Palike"
26426,1.919,"Palike"
26431,1.712,"Palike"
26433,1.916,"Palike"
26438,1.853,"Palike"
26445,1.718,"Palike"
26448,1.463,"Palike"
26453,1.765,"Palike"
26460,1.27,"Palike"
26463,1.865,"Palike"
26463,1.99,"Palike"
26465,1.535,"Palike"
26468,1.917,"Palike"
26470,1.73,"Palike"
26478,1.198,"Palike"
26485,1.516,"Palike"
26490,1.338,"Palike"
26492,1.423,"Palike"
