"age","d13c","auth"
26470,0.518,"Palike"
26478,0.354,"Palike"
26485,0.467,"Palike"
26490,0.754,"Palike"
26492,0.96,"Palike"
26494,0.717,"Palike"
26499,0.293,"Palike"
26505,0.35,"Palike"
26506,-0.003,"Palike"
26509,0.436,"Palike"
26516,0.655,"Palike"
26520,0.273,"Palike"
26520,0.452,"Palike"
26524,0.875,"Palike"
26526,0.351,"Palike"
26526,0.499,"Palike"
26527,0.923,"Palike"
26529,0.718,"Palike"
26531,0.56,"Palike"
26532,0.82,"Palike"
26532,0.729,"Palike"
26532,1.143,"Palike"
26534,0.65,"Palike"
26535,0.801,"Palike"
26535,0.63,"Palike"
26542,0.922,"Palike"
26542,0.868,"Palike"
26542,0.55,"Palike"
26545,0.571,"Palike"
26550,0.908,"Palike"
26551,0.481,"Palike"
26551,0.758,"Palike"
26556,0.46,"Palike"
26559,0.609,"Palike"
26563,0.8,"Palike"
26566,0.63,"Palike"
26566,0.55,"Palike"
26572,0.378,"Palike"
26575,0.305,"Palike"
26577,0.646,"Palike"
26584,0.801,"Palike"
26584,0.643,"Palike"
26587,0.543,"Palike"
26591,0.213,"Palike"
26592,0.663,"Palike"
26594,0.228,"Palike"
26598,0.479,"Palike"
26598,0.461,"Palike"
26600,0.213,"Palike"
26602,0.54,"Palike"
26602,0.196,"Palike"
26602,0.445,"Palike"
26606,0.971,"Palike"
26607,0.701,"Palike"
26607,0.861,"Palike"
26607,0.722,"Palike"
26611,0.931,"Palike"
26611,0.636,"Palike"
26612,0.941,"Palike"
26614,0.808,"Palike"
26615,0.42,"Palike"
26616,0.787,"Palike"
26623,0.752,"Palike"
26624,0.852,"Palike"
26624,0.834,"Palike"
26631,0.607,"Palike"
26631,0.711,"Palike"
26639,0.775,"Palike"
26641,0.797,"Palike"
26641,0.579,"Palike"
26647,0.742,"Palike"
26649,0.68,"Palike"
26649,0.58,"Palike"
26649,0.891,"Palike"
26649,0.589,"Palike"
26654,0.57,"Palike"
26655,0.832,"Palike"
26655,0.76,"Palike"
26664,0.712,"Palike"
26664,0.623,"Palike"
26664,0.58,"Palike"
26669,0.49,"Palike"
26672,0.916,"Palike"
26672,0.545,"Palike"
26675,0.736,"Palike"
26675,0.615,"Palike"
26679,0.641,"Palike"
26679,0.541,"Palike"
26679,0.622,"Palike"
26681,0.768,"Palike"
26681,0.708,"Palike"
26686,0.538,"Palike"
26686,0.619,"Palike"
26690,0.427,"Palike"
26690,0.77,"Palike"
26693,1.011,"Palike"
26693,0.381,"Palike"
26696,0.979,"Palike"
26700,0.94,"Palike"
26700,0.899,"Palike"
26704,0.896,"Palike"
26705,0.634,"Palike"
26705,0.59,"Palike"
26709,0.802,"Palike"
26711,0.607,"Palike"
26711,0.62,"Palike"
26713,0.694,"Palike"
26732,1.162,"Palike"
26732,1.162,"Palike"
26733,0.874,"Palike"
26733,0.835,"Palike"
26737,0.825,"Palike"
26737,1.064,"Palike"
26741,0.876,"Palike"
26741,0.65,"Palike"
26741,0.649,"Palike"
26745,0.588,"Palike"
26751,0.826,"Palike"
26756,0.714,"Palike"
26762,0.777,"Palike"
26770,0.909,"Palike"
26774,1.08,"Palike"
26774,0.908,"Palike"
26778,1.076,"Palike"
26782,0.815,"Palike"
26784,0.812,"Palike"
26784,0.746,"Palike"
26788,0.906,"Palike"
26792,0.998,"Palike"
26796,0.62,"Palike"
26800,0.576,"Palike"
26803,1.072,"Palike"
26804,0.731,"Palike"
26808,0.878,"Palike"
26812,1.072,"Palike"
26816,0.664,"Palike"
26820,0.655,"Palike"
26820,0.434,"Palike"
26824,0.899,"Palike"
26824,0.997,"Palike"
26827,0.806,"Palike"
26830,0.8,"Palike"
26830,0.718,"Palike"
26835,0.508,"Palike"
26835,0.505,"Palike"
26844,0.794,"Palike"
26844,0.794,"Palike"
26852,0.8,"Palike"
26852,0.88,"Palike"
26857,0.678,"Palike"
26857,0.717,"Palike"
26863,0.703,"Palike"
26866,0.947,"Palike"
26879,0.388,"Palike"
26882,0.668,"Palike"
26893,0.64,"Palike"
26893,0.544,"Palike"
26899,0.795,"Palike"
26899,0.953,"Palike"
26902,1.018,"Palike"
26906,1.02,"Palike"
26906,0.836,"Palike"
26909,0.807,"Palike"
26910,0.849,"Palike"
26913,1.002,"Palike"
26916,0.816,"Palike"
26920,0.878,"Palike"
26923,0.743,"Palike"
26926,0.46,"Palike"
26926,0.55,"Palike"
26926,0.613,"Palike"
26930,0.597,"Palike"
26933,0.769,"Palike"
26937,0.893,"Palike"
26940,0.815,"Palike"
26944,0.983,"Palike"
26948,0.983,"Palike"
26951,0.941,"Palike"
26964,0.28,"Palike"
26976,0.959,"Palike"
26983,0.511,"Palike"
26985,0.716,"Palike"
26990,0.35,"Palike"
26999,0.764,"Palike"
27002,0.525,"Palike"
27002,0.799,"Palike"
27009,0.871,"Palike"
27010,0.583,"Palike"
27010,0.643,"Palike"
27014,0.847,"Palike"
27021,0.858,"Palike"
27024,0.678,"Palike"
27027,0.491,"Palike"
27027,0.666,"Palike"
27027,0.666,"Palike"
27027,0.666,"Palike"
27027,0.666,"Palike"
27027,0.666,"Palike"
27027,0.87,"Palike"
27031,0.887,"Palike"
27031,0.81,"Palike"
27035,0.55,"Palike"
27043,0.644,"Palike"
27043,0.732,"Palike"
27056,0.577,"Palike"
27068,0.587,"Palike"
27082,0.629,"Palike"
27090,0.596,"Palike"
27091,0.593,"Palike"
27096,0.772,"Palike"
27102,0.449,"Palike"
27104,0.67,"Palike"
27110,0.821,"Palike"
27123,0.51,"Palike"
27127,0.967,"Palike"
27133,1.095,"Palike"
27141,0.796,"Palike"
27154,0.468,"Palike"
27170,0.58,"Palike"
27183,0.493,"Palike"
27194,0.644,"Palike"
27202,0.93,"Palike"
27206,0.53,"Palike"
27207,0.537,"Palike"
27209,0.421,"Palike"
27210,0.45,"Palike"
27210,0.541,"Palike"
27214,0.523,"Palike"
27216,0.614,"Palike"
27218,0.843,"Palike"
27221,0.658,"Palike"
27224,0.752,"Palike"
27225,0.61,"Palike"
27228,0.258,"Palike"
27235,0.01,"Palike"
27238,0.339,"Palike"
27244,0.456,"Palike"
27245,0.594,"Palike"
27250,0.392,"Palike"
27257,0.574,"Palike"
27260,0.685,"Palike"
27264,0.649,"Palike"
27271,0.579,"Palike"
27275,0.417,"Palike"
27283,0.613,"Palike"
27296,0.566,"Palike"
27296,0.546,"Palike"
27300,0.374,"Palike"
27302,0.38,"Palike"
27303,0.32,"Palike"
27307,0.404,"Palike"
27308,0.43,"Palike"
27310,0.434,"Palike"
27314,0.447,"Palike"
27318,0.431,"Palike"
27323,0.348,"Palike"
27338,0.448,"Palike"
27347,0.232,"Palike"
27354,0.334,"Palike"
27359,0.37,"Palike"
27364,0.217,"Palike"
27370,0.26,"Palike"
27375,0.575,"Palike"
27379,0.804,"Palike"
27384,0.978,"Palike"
27388,0.51,"Palike"
27399,0.711,"Palike"
27412,0.53,"Palike"
27413,0.51,"Palike"
27417,0.655,"Palike"
27417,0.505,"Palike"
27424,0.746,"Palike"
27431,0.683,"Palike"
27431,0.548,"Palike"
27432,0.67,"Palike"
27437,0.428,"Palike"
27447,0.588,"Palike"
27450,0.708,"Palike"
27453,0.737,"Palike"
27462,0.598,"Palike"
27470,0.603,"Palike"
27471,0.467,"Palike"
27471,0.602,"Palike"
27482,0.598,"Palike"
27491,0.921,"Palike"
27491,0.64,"Palike"
27492,0.63,"Palike"
27497,0.796,"Palike"
27497,0.733,"Palike"
27500,0.867,"Palike"
27500,0.753,"Palike"
27502,0.68,"Palike"
27504,0.778,"Palike"
27504,0.754,"Palike"
27504,0.804,"Palike"
27511,0.443,"Palike"
27515,0.587,"Palike"
27515,0.635,"Palike"
27515,0.543,"Palike"
27516,0.68,"Palike"
27520,0.658,"Palike"
27520,0.705,"Palike"
27528,0.763,"Palike"
27528,0.737,"Palike"
27529,0.63,"Palike"
27532,0.785,"Palike"
27532,0.9,"Palike"
27533,0.671,"Palike"
27533,0.55,"Palike"
27535,0.637,"Palike"
27535,0.761,"Palike"
27536,0.631,"Palike"
27539,0.617,"Palike"
27539,0.628,"Palike"
27542,0.77,"Palike"
27544,0.788,"Palike"
27545,0.6,"Palike"
27546,0.807,"Palike"
27546,0.829,"Palike"
27546,0.837,"Palike"
27548,0.738,"Palike"
27552,0.468,"Palike"
27552,0.44,"Palike"
27559,0.423,"Palike"
27559,0.558,"Palike"
27560,0.401,"Palike"
27560,0.733,"Palike"
27560,0.637,"Palike"
27563,0.557,"Palike"
27564,0.53,"Palike"
27564,0.317,"Palike"
27566,0.392,"Palike"
27568,0.21,"Palike"
27569,0.292,"Palike"
27569,0.405,"Palike"
27572,0.49,"Palike"
27572,0.455,"Palike"
27576,0.658,"Palike"
27586,0.644,"Palike"
27598,0.51,"Palike"
27598,0.657,"Palike"
27608,0.464,"Palike"
27610,0.298,"Palike"
27615,0.558,"Palike"
27615,0.276,"Palike"
27619,0.477,"Palike"
27619,0.505,"Palike"
27631,0.521,"Palike"
27646,0.43,"Palike"
27646,0.609,"Palike"
27662,0.483,"Palike"
27678,0.48,"Palike"
27690,0.421,"Palike"
27695,0.276,"Palike"
27695,0.411,"Palike"
27701,0.439,"Palike"
27703,0.261,"Palike"
27708,0.317,"Palike"
27708,0.581,"Palike"
27722,0.139,"Palike"
27722,0.041,"Palike"
27723,0.457,"Palike"
27728,0.252,"Palike"
27729,0.466,"Palike"
27735,0.449,"Palike"
27739,0.027,"Palike"
27742,0.36,"Palike"
27746,0.114,"Palike"
27749,0.292,"Palike"
27759,0.176,"Palike"
27764,0.184,"Palike"
27768,0.396,"Palike"
27768,0.823,"Palike"
27772,0.518,"Palike"
27772,0.656,"Palike"
27776,0.546,"Palike"
27780,0.363,"Palike"
27785,0.574,"Palike"
27785,0.485,"Palike"
27798,0.699,"Palike"
27809,0.556,"Palike"
27809,0.714,"Palike"
27821,0.592,"Palike"
27825,0.64,"Palike"
27834,0.353,"Palike"
27884,0.991,"Palike"
27884,0.68,"Palike"
27889,0.67,"Palike"
27896,0.277,"Palike"
27912,0.586,"Palike"
27917,0.593,"Palike"
27925,0.552,"Palike"
27925,0.454,"Palike"
27938,0.799,"Palike"
27940,0.717,"Palike"
27943,0.89,"Palike"
27943,0.56,"Palike"
27947,0.729,"Palike"
27951,0.793,"Palike"
27960,0.891,"Palike"
27960,0.57,"Palike"
27975,0.763,"Palike"
27986,0.674,"Palike"
28000,0.278,"Palike"
28008,0.258,"Palike"
28019,0.436,"Palike"
28026,0.399,"Palike"
28028,0.294,"Palike"
28031,0.802,"Palike"
28035,0.622,"Palike"
28046,0.481,"Palike"
28058,0.427,"Palike"
28070,0.357,"Palike"
28075,0.165,"Palike"
28077,0.368,"Palike"
28078,0.134,"Palike"
28084,0.825,"Palike"
28089,0.266,"Palike"
28096,0.11,"Palike"
28097,0.053,"Palike"
28097,0.01,"Palike"
28100,0.267,"Palike"
28100,0.008,"Palike"
28104,0.466,"Palike"
28109,0.549,"Palike"
28112,0.148,"Palike"
28113,0.18,"Palike"
28113,0.442,"Palike"
28115,0.405,"Palike"
28122,0.136,"Palike"
28128,0.136,"Palike"
28129,0.27,"Palike"
28131,0.302,"Palike"
28134,0.429,"Palike"
28134,0.259,"Palike"
28137,0.368,"Palike"
28137,0.22,"Palike"
28146,0.338,"Palike"
28153,0.072,"Palike"
28155,0.21,"Palike"
28156,-0.008,"Palike"
28160,0.143,"Palike"
28164,0.316,"Palike"
28173,0.573,"Palike"
28185,0.565,"Palike"
28185,0.401,"Palike"
28190,0.33,"Palike"
28194,0.367,"Palike"
28201,0.426,"Palike"
28204,0.335,"Palike"
28211,0.154,"Palike"
28211,0.301,"Palike"
28220,0.427,"Palike"
28226,0.34,"Palike"
28229,0.07,"Palike"
28237,0.182,"Palike"
28237,0.338,"Palike"
28240,0.783,"Palike"
28250,0.376,"Palike"
28252,0.378,"Palike"
28252,0.078,"Palike"
28253,0.499,"Palike"
28259,0.331,"Palike"
28260,0.38,"Palike"
28261,0.75,"Palike"
28268,0.424,"Palike"
28272,0.636,"Palike"
28276,0.384,"Palike"
28281,0.451,"Palike"
28287,0.49,"Palike"
28293,0.461,"Palike"
28294,0.65,"Palike"
28296,0.963,"Palike"
28304,0.565,"Palike"
28313,0.544,"Palike"
28326,0.445,"Palike"
28339,0.47,"Palike"
28352,0.375,"Palike"
28352,0.3,"Palike"
28364,0.781,"Palike"
28377,0.596,"Palike"
28383,0.347,"Palike"
28386,0.325,"Palike"
28390,0.316,"Palike"
28393,0.377,"Palike"
28396,0.538,"Palike"
28399,0.403,"Palike"
28402,0.48,"Palike"
28405,0.52,"Palike"
28407,0.4,"Palike"
28408,0.494,"Palike"
28411,0.364,"Palike"
28419,0.727,"Palike"
28425,0.639,"Palike"
28430,0.622,"Palike"
28433,0.641,"Palike"
28434,0.5,"Palike"
28439,0.242,"Palike"
28444,0.225,"Palike"
28456,0.445,"Palike"
28457,0.5,"Palike"
28460,0.359,"Palike"
28469,0.354,"Palike"
28471,0.412,"Palike"
28474,0.056,"Palike"
28476,0.267,"Palike"
28476,0.46,"Palike"
28484,0.149,"Palike"
28487,0.17,"Palike"
28491,0.421,"Palike"
28498,0.426,"Palike"
28503,0.649,"Palike"
28503,0.649,"Palike"
28503,0.649,"Palike"
28503,0.649,"Palike"
28504,0.275,"Palike"
28506,0.353,"Palike"
28509,-0.025,"Palike"
28511,0.12,"Palike"
28516,-0.003,"Palike"
28525,0.264,"Palike"
28528,0.42,"Palike"
28539,0.283,"Palike"
28557,0.057,"Palike"
28557,0.07,"Palike"
28569,0.272,"Palike"
28573,0.083,"Palike"
28576,0.15,"Palike"
28580,-0.138,"Palike"
28584,0.041,"Palike"
28587,0.227,"Palike"
28591,0.072,"Palike"
28595,0.195,"Palike"
28599,0.07,"Palike"
28603,-0.183,"Palike"
28604,0.102,"Palike"
28607,0.062,"Palike"
28609,0.414,"Palike"
28614,0.602,"Palike"
28623,0.375,"Palike"
28625,0.267,"Palike"
28627,0.1,"Palike"
28628,0.006,"Palike"
28630,0.177,"Palike"
28631,0.261,"Palike"
28631,-0.062,"Palike"
28633,0.095,"Palike"
28633,0.101,"Palike"
28634,0.233,"Palike"
28634,0.444,"Palike"
28635,0.474,"Palike"
28638,0.259,"Palike"
28638,0.274,"Palike"
28641,0.322,"Palike"
28644,0.311,"Palike"
28647,0.231,"Palike"
28650,0.603,"Palike"
28652,0.283,"Palike"
28657,0.366,"Palike"
28663,0.487,"Palike"
28664,0.464,"Palike"
28664,0.029,"Palike"
28667,0.139,"Palike"
28668,0.14,"Palike"
28670,0.167,"Palike"
28673,0.171,"Palike"
28680,0.2,"Palike"
28685,0.45,"Palike"
28691,0.467,"Palike"
28691,0.453,"Palike"
28702,0.521,"Palike"
28712,0.674,"Palike"
28722,0.201,"Palike"
28735,0.576,"Palike"
28742,0.62,"Palike"
28748,0.312,"Palike"
28759,0.594,"Palike"
28772,0.428,"Palike"
28776,0.253,"Palike"
28776,0.409,"Palike"
28787,0.468,"Palike"
28792,0.55,"Palike"
28793,0.388,"Palike"
28798,0.471,"Palike"
28801,0.072,"Palike"
28801,0.176,"Palike"
28809,0.598,"Palike"
28820,0.411,"Palike"
28822,0.575,"Palike"
28825,0.401,"Palike"
28825,0.255,"Palike"
28832,0.482,"Palike"
28836,0.409,"Palike"
28842,0.109,"Palike"
28852,0.591,"Palike"
28857,0.256,"Palike"
28859,0.207,"Palike"
28866,0.253,"Palike"
28870,0.115,"Palike"
28873,0.404,"Palike"
28876,0.152,"Palike"
28878,0.34,"Palike"
28881,0.277,"Palike"
28887,0.678,"Palike"
28894,0.697,"Palike"
28901,0.682,"Palike"
28905,0.299,"Palike"
28909,0.266,"Palike"
28909,0.476,"Palike"
28912,0.229,"Palike"
28917,0.149,"Palike"
28923,0.591,"Palike"
28924,0.232,"Palike"
28928,0.772,"Palike"
28930,0.368,"Palike"
28930,0.192,"Palike"
28931,0.563,"Palike"
28931,0.513,"Palike"
28936,0.555,"Palike"
28939,0.415,"Palike"
28943,0.574,"Palike"
28945,0.42,"Palike"
28952,0.063,"Palike"
28961,0.378,"Palike"
28967,0.486,"Palike"
28973,0.317,"Palike"
28978,0.45,"Palike"
28979,0.454,"Palike"
28990,0.542,"Palike"
28994,0.512,"Palike"
28994,0.435,"Palike"
28997,0.511,"Palike"
29007,0.568,"Palike"
29009,0.73,"Palike"
29016,0.528,"Palike"
29021,0.509,"Palike"
29028,0.364,"Palike"
29031,0.269,"Palike"
29034,0.57,"Palike"
29036,0.679,"Palike"
29039,0.522,"Palike"
29042,0.266,"Palike"
29042,0.211,"Palike"
29046,0.291,"Palike"
29050,0.364,"Palike"
29053,0.397,"Palike"
29056,0.465,"Palike"
29060,0.393,"Palike"
29071,0.426,"Palike"
29072,0.676,"Palike"
29073,0.412,"Palike"
29079,0.236,"Palike"
29085,0.482,"Palike"
29087,0.471,"Palike"
29090,0.102,"Palike"
29093,0.55,"Palike"
29097,0.637,"Palike"
29104,0.389,"Palike"
29107,0.463,"Palike"
29111,0.428,"Palike"
29118,0.35,"Palike"
29119,0.45,"Palike"
29120,0.45,"Palike"
29126,0.1,"Palike"
29132,0.57,"Palike"
29140,0.34,"Palike"
29147,0.358,"Palike"
29152,0.477,"Palike"
29160,0.393,"Palike"
29163,0.226,"Palike"
29167,0.501,"Palike"
29169,0.487,"Palike"
29170,0.559,"Palike"
29180,0.566,"Palike"
29186,0.364,"Palike"
29190,0.498,"Palike"
29196,0.193,"Palike"
29198,0.39,"Palike"
29198,0.39,"Palike"
29201,0.272,"Palike"
29202,0.53,"Palike"
29204,0.484,"Palike"
29212,0.268,"Palike"
29218,0.25,"Palike"
29223,0.349,"Palike"
29228,0.27,"Palike"
29230,0.152,"Palike"
29237,-0.007,"Palike"
29246,0.418,"Palike"
29249,0.383,"Palike"
29249,0.516,"Palike"
29258,0.458,"Palike"
29258,0.608,"Palike"
29258,0.608,"Palike"
29258,0.608,"Palike"
29258,0.608,"Palike"
29258,0.608,"Palike"
29267,0.154,"Palike"
29270,0.459,"Palike"
29279,0.297,"Palike"
29283,0.44,"Palike"
29283,0.45,"Palike"
29287,0.335,"Palike"
29295,0.304,"Palike"
29304,0.231,"Palike"
29304,0.232,"Palike"
29306,-0.065,"Palike"
29307,0.234,"Palike"
29309,-0.123,"Palike"
29309,0.222,"Palike"
29312,0.29,"Palike"
29312,0.155,"Palike"
29312,-0.029,"Palike"
29314,0.21,"Palike"
29315,-0.008,"Palike"
29316,0.157,"Palike"
29316,0.137,"Palike"
29317,0.123,"Palike"
29317,0.019,"Palike"
29318,0.158,"Palike"
29325,0.075,"Palike"
29325,0.053,"Palike"
29331,-0.085,"Palike"
29334,0.239,"Palike"
29338,0.367,"Palike"
29343,0.156,"Palike"
29345,0.323,"Palike"
29348,0.232,"Palike"
29350,-0.084,"Palike"
29350,0.37,"Palike"
29354,-0.05,"Palike"
29361,0.21,"Palike"
29363,0.265,"Palike"
29366,0.33,"Palike"
29370,0.167,"Palike"
29370,0.378,"Palike"
29376,0.515,"Palike"
29376,0.71,"Palike"
29378,0.52,"Palike"
29381,0.718,"Palike"
29390,0.473,"Palike"
29393,0.384,"Palike"
29401,0.305,"Palike"
29405,0.128,"Palike"
29405,0.072,"Palike"
29406,0.52,"Palike"
29407,0.68,"Palike"
29409,0.307,"Palike"
29409,0.276,"Palike"
29413,0.336,"Palike"
29417,0.439,"Palike"
29421,0.145,"Palike"
29429,0.351,"Palike"
29430,0.477,"Palike"
29436,0.027,"Palike"
29447,0.123,"Palike"
29447,0.405,"Palike"
29451,0.243,"Palike"
29451,0.409,"Palike"
29456,0.047,"Palike"
29456,0.436,"Palike"
29457,0.296,"Palike"
29458,0.426,"Palike"
29458,0.426,"Palike"
29459,0.705,"Palike"
29461,0.179,"Palike"
29467,0.162,"Palike"
29474,0.648,"Palike"
29478,0.325,"Palike"
29486,0.602,"Palike"
29488,0.445,"Palike"
29500,0.446,"Palike"
29511,0.308,"Palike"
29511,0.308,"Palike"
29514,0.796,"Palike"
29514,0.385,"Palike"
29526,0.431,"Palike"
29533,0.506,"Palike"
29536,0.332,"Palike"
29549,0.61,"Palike"
29553,0.375,"Palike"
29563,0.728,"Palike"
29566,0.739,"Palike"
29570,0.708,"Palike"
29570,0.424,"Palike"
29574,0.767,"Palike"
29582,0.654,"Palike"
29585,0.936,"Palike"
29589,0.621,"Palike"
29593,0.352,"Palike"
29597,0.144,"Palike"
29602,0.618,"Palike"
29602,0.295,"Palike"
29603,0.389,"Palike"
29605,0.351,"Palike"
29606,0.65,"Palike"
29606,0.65,"Palike"
29607,0.477,"Palike"
29609,0.382,"Palike"
29611,0.177,"Palike"
29612,0.127,"Palike"
29612,0.295,"Palike"
29615,0.122,"Palike"
29616,0.572,"Palike"
29618,0.443,"Palike"
29618,0.245,"Palike"
29620,0.176,"Palike"
29621,0.263,"Palike"
29621,0.158,"Palike"
29626,0.409,"Palike"
29628,0.422,"Palike"
29628,0.422,"Palike"
29631,0.305,"Palike"
29638,0.19,"Palike"
29643,0.295,"Palike"
29656,0.369,"Palike"
29673,0.314,"Palike"
29686,0.544,"Palike"
29691,0.34,"Palike"
29701,0.265,"Palike"
29707,-0.034,"Palike"
29713,0.159,"Palike"
29713,0.163,"Palike"
29734,0.163,"Palike"
29734,-0.028,"Palike"
29741,0.23,"Palike"
29746,0,"Palike"
29755,0.224,"Palike"
29758,0.09,"Palike"
29758,0.068,"Palike"
29761,0.473,"Palike"
29764,-0.119,"Palike"
29764,0.062,"Palike"
29767,0.48,"Palike"
29772,0.683,"Palike"
29782,0.626,"Palike"
29791,0.411,"Palike"
29791,0.487,"Palike"
29800,0.423,"Palike"
29810,0.457,"Palike"
29814,0.31,"Palike"
29817,0.255,"Palike"
29820,0.264,"Palike"
29822,0.167,"Palike"
29824,0.344,"Palike"
29826,0.36,"Palike"
29827,0.298,"Palike"
29827,0.216,"Palike"
29830,0.523,"Palike"
29835,0.175,"Palike"
29839,-0.031,"Palike"
29843,0.18,"Palike"
29846,0.34,"Palike"
29848,0.217,"Palike"
29849,0.491,"Palike"
29850,0.827,"Palike"
29852,0.478,"Palike"
29852,0.449,"Palike"
29852,0.746,"Palike"
29854,0.664,"Palike"
29857,0.205,"Palike"
29861,0.028,"Palike"
29866,0.475,"Palike"
29870,0.617,"Palike"
29870,0.501,"Palike"
29872,0.243,"Palike"
29872,0.589,"Palike"
29875,0.446,"Palike"
29880,0.591,"Palike"
29880,0.626,"Palike"
29886,0.781,"Palike"
29886,0.44,"Palike"
29893,0.671,"Palike"
29898,0.098,"Palike"
29898,0.681,"Palike"
29903,0.738,"Palike"
29910,0.596,"Palike"
29910,0.443,"Palike"
29917,0.58,"Palike"
29917,0.662,"Palike"
29924,0.395,"Palike"
29924,0.788,"Palike"
29928,0.618,"Palike"
29930,0.924,"Palike"
29930,0.367,"Palike"
29932,0.797,"Palike"
29936,0.903,"Palike"
29936,0.534,"Palike"
29936,0.438,"Palike"
29938,0.694,"Palike"
29939,0.819,"Palike"
29943,0.81,"Palike"
29943,0.771,"Palike"
29943,0.75,"Palike"
29948,0.51,"Palike"
29950,0.535,"Palike"
29950,0.384,"Palike"
29952,0.24,"Palike"
29953,0.411,"Palike"
29953,0.428,"Palike"
29955,0.443,"Palike"
29957,0.38,"Palike"
29957,0.613,"Palike"
29962,0.556,"Palike"
29964,0.508,"Palike"
29965,0.387,"Palike"
29968,0.665,"Palike"
29968,0.446,"Palike"
29970,0.648,"Palike"
29972,0.58,"Palike"
29972,0.446,"Palike"
29972,0.668,"Palike"
29974,0.593,"Palike"
29978,0.965,"Palike"
29979,0.868,"Palike"
29981,0.818,"Palike"
29987,0.547,"Palike"
29993,0.592,"Palike"
29996,0.72,"Palike"
29996,0.72,"Palike"
29999,0.667,"Palike"
30005,0.535,"Palike"
30012,0.634,"Palike"
30017,0.664,"Palike"
30022,0.638,"Palike"
30025,0.69,"Palike"
30031,0.59,"Palike"
30036,0.671,"Palike"
30038,0.671,"Palike"
30040,0.672,"Palike"
30041,0.441,"Palike"
30042,0.587,"Palike"
30044,0.638,"Palike"
30045,0.875,"Palike"
30047,0.68,"Palike"
30049,0.636,"Palike"
30051,0.607,"Palike"
30053,0.777,"Palike"
30055,0.579,"Palike"
30057,0.785,"Palike"
30059,0.614,"Palike"
30059,0.73,"Palike"
30060,0.341,"Palike"
30062,0.637,"Palike"
30064,0.772,"Palike"
30066,0.646,"Palike"
30068,0.583,"Palike"
30070,0.693,"Palike"
30072,0.569,"Palike"
30074,0.796,"Palike"
30076,0.607,"Palike"
30079,0.513,"Palike"
30083,0.41,"Palike"
30085,0.458,"Palike"
30087,0.557,"Palike"
30091,0.365,"Palike"
30096,0.642,"Palike"
30098,0.661,"Palike"
30101,0.45,"Palike"
30107,0.668,"Palike"
30109,0.478,"Palike"
30115,0.368,"Palike"
30121,0.414,"Palike"
30124,0.29,"Palike"
30128,0.554,"Palike"
30136,0.462,"Palike"
30143,0.674,"Palike"
30151,0.434,"Palike"
30159,0.617,"Palike"
30166,0.525,"Palike"
30173,0.596,"Palike"
30180,0.619,"Palike"
30187,0.485,"Palike"
30195,0.409,"Palike"
30198,0.248,"Palike"
30203,0.576,"Palike"
30209,0.493,"Palike"
30213,0.137,"Palike"
30219,0.297,"Palike"
30220,0.434,"Palike"
30223,0.437,"Palike"
30226,0.721,"Palike"
30228,0.615,"Palike"
30231,0.562,"Palike"
30233,0.771,"Palike"
30234,0.49,"Palike"
30236,0.521,"Palike"
30239,0.671,"Palike"
30241,0.643,"Palike"
30246,0.431,"Palike"
30247,0.67,"Palike"
30250,0.888,"Palike"
30252,0.76,"Palike"
30253,0.63,"Palike"
30258,0.539,"Palike"
30259,0.473,"Palike"
30261,0.613,"Palike"
30262,0.438,"Palike"
30262,0.548,"Palike"
30262,0.516,"Palike"
30264,0.552,"Palike"
30265,0.574,"Palike"
30268,0.742,"Palike"
30273,0.758,"Palike"
30278,0.732,"Palike"
30281,0.561,"Palike"
30282,0.779,"Palike"
30284,0.627,"Palike"
30287,0.541,"Palike"
30288,0.334,"Palike"
30290,0.479,"Palike"
30298,0.62,"Palike"
30306,0.649,"Palike"
30309,0.564,"Palike"
30311,0.454,"Palike"
30318,0.608,"Palike"
30322,0.623,"Palike"
30324,0.732,"Palike"
30327,0.642,"Palike"
30333,0.585,"Palike"
30334,0.5,"Palike"
30337,0.599,"Palike"
30343,0.765,"Palike"
30350,0.691,"Palike"
30357,0.802,"Palike"
30365,0.765,"Palike"
30373,0.73,"Palike"
30380,0.766,"Palike"
30386,0.655,"Palike"
30388,0.827,"Palike"
30391,0.81,"Palike"
30392,0.94,"Palike"
30392,0.94,"Palike"
30392,0.94,"Palike"
30392,0.94,"Palike"
30395,0.751,"Palike"
30395,0.728,"Palike"
30403,0.839,"Palike"
30410,0.797,"Palike"
30417,0.775,"Palike"
30425,0.792,"Palike"
30433,0.594,"Palike"
30435,0.459,"Palike"
30440,0.704,"Palike"
30444,0.475,"Palike"
30447,0.744,"Palike"
30449,0.46,"Palike"
30450,0.458,"Palike"
30454,0.661,"Palike"
30463,0.786,"Palike"
30468,0.551,"Palike"
30470,0.669,"Palike"
30472,1.042,"Palike"
30474,0.652,"Palike"
30476,0.506,"Palike"
30481,0.499,"Palike"
30488,0.718,"Palike"
30488,0.57,"Palike"
30490,0.555,"Palike"
30495,0.601,"Palike"
30498,0.727,"Palike"
30500,0.71,"Palike"
30503,0.795,"Palike"
30505,0.849,"Palike"
30506,0.824,"Palike"
30507,0.641,"Palike"
30508,0.719,"Palike"
30509,0.654,"Palike"
30510,0.649,"Palike"
30511,0.944,"Palike"
30512,0.887,"Palike"
30514,0.853,"Palike"
30515,1.02,"Palike"
30515,0.39,"Palike"
