"age","d13c","auth"
21799,1.384,"Palike"
21806,1.343,"Palike"
21812,1.135,"Palike"
21818,1.365,"Palike"
21821,1.13,"Palike"
21832,1.232,"Palike"
21847,0.945,"Palike"
21849,1.2,"Palike"
21863,1.105,"Palike"
21867,1.33,"Palike"
21875,1.414,"Palike"
21890,1.15,"Palike"
21899,1.29,"Palike"
21920,1.33,"Palike"
21930,1.347,"Palike"
21931,0.92,"Palike"
21942,1.254,"Palike"
21962,1.48,"Palike"
21971,1.438,"Palike"
21978,1.171,"Palike"
22012,1.244,"Palike"
22035,1.2,"Palike"
22044,1.234,"Palike"
22062,1.161,"Palike"
22085,1.412,"Palike"
22104,0.857,"Palike"
22122,1.202,"Palike"
22130,1.275,"Palike"
22146,0.928,"Palike"
22149,1.482,"Palike"
22151,1.591,"Palike"
22152,1.398,"Palike"
22155,0.939,"Palike"
22156,1.299,"Palike"
22157,1.65,"Palike"
22159,1.509,"Palike"
22159,1.567,"Palike"
22162,1.522,"Palike"
22163,1.46,"Palike"
22164,1.335,"Palike"
22166,1.503,"Palike"
22169,1.279,"Palike"
22174,1.387,"Palike"
22177,0.749,"Palike"
22180,1.369,"Palike"
22182,1.438,"Palike"
22190,1.23,"Palike"
22213,1.275,"Palike"
22215,1.24,"Palike"
22224,1.121,"Palike"
22229,0.32,"Palike"
22236,1.185,"Palike"
22247,1.483,"Palike"
22250,1.374,"Palike"
22255,1.339,"Palike"
22259,1.24,"Palike"
22265,1.243,"Palike"
22273,1.451,"Palike"
22277,1.571,"Palike"
22280,1.429,"Palike"
22285,1.573,"Palike"
22292,1.411,"Palike"
22295,1.454,"Palike"
22303,1.24,"Palike"
22321,1.437,"Palike"
22334,1.353,"Palike"
22334,1.25,"Palike"
22346,1.392,"Palike"
22351,1.597,"Palike"
22356,1.474,"Palike"
22361,1.656,"Palike"
22367,1.388,"Palike"
22367,1.43,"Palike"
22374,1.169,"Palike"
22392,1.237,"Palike"
22409,1.321,"Palike"
22411,1.408,"Palike"
22414,1.342,"Palike"
22418,1.459,"Palike"
22422,1.305,"Palike"
22422,1.13,"Palike"
22437,1.482,"Palike"
22440,0.405,"Palike"
22458,1.49,"Palike"
22473,1.44,"Palike"
22478,1.165,"Palike"
22491,1.122,"Palike"
22531,1.26,"Palike"
22547,1.21,"Palike"
22566,1.57,"Palike"
22573,1.65,"Palike"
22585,1.046,"Palike"
22585,1.548,"Palike"
22593,1.211,"Palike"
22593,1.062,"Palike"
22596,1.31,"Palike"
22599,1.522,"Palike"
22604,1.394,"Palike"
22609,1.179,"Palike"
22641,1.25,"Palike"
22655,1.202,"Palike"
22655,1.31,"Palike"
22672,1.312,"Palike"
22701,1.184,"Palike"
22706,0.977,"Palike"
22708,1.497,"Palike"
22709,1.546,"Palike"
22712,1.14,"Palike"
22716,1.337,"Palike"
22721,1.495,"Palike"
22722,1.404,"Palike"
22725,1.405,"Palike"
22727,1.21,"Palike"
22732,1.327,"Palike"
22735,1.35,"Palike"
22736,1.179,"Palike"
22739,1.362,"Palike"
22747,1.119,"Palike"
22755,1.644,"Palike"
22759,1.34,"Palike"
22761,1.414,"Palike"
22769,1.438,"Palike"
22771,1.532,"Palike"
22775,0.91,"Palike"
22777,1.126,"Palike"
22780,1.008,"Palike"
22782,1.048,"Palike"
22787,0.945,"Palike"
22796,1.278,"Palike"
22802,1.11,"Palike"
22805,1.337,"Palike"
22809,1.224,"Palike"
22818,1.273,"Palike"
22827,0.992,"Palike"
22832,1.39,"Palike"
22833,1.383,"Palike"
22833,1.36,"Palike"
22838,1.516,"Palike"
22840,1.632,"Palike"
22841,1.53,"Palike"
22843,1.604,"Palike"
22848,1.187,"Palike"
22853,1.452,"Palike"
22859,1.587,"Palike"
22861,1.616,"Palike"
22865,1.32,"Palike"
22869,1.765,"Palike"
22872,1.645,"Palike"
22877,1.551,"Palike"
22888,1.394,"Palike"
22898,1.388,"Palike"
22907,1.445,"Palike"
22909,1.51,"Palike"
22911,1.347,"Palike"
22950,1.41,"Palike"
22955,1.415,"Palike"
22964,1.586,"Palike"
22973,1.475,"Palike"
22973,1.36,"Palike"
22980,1.45,"Palike"
22984,1.494,"Palike"
22992,1.703,"Palike"
22995,1.466,"Palike"
22997,1.4,"Palike"
22999,1.475,"Palike"
23007,1.358,"Palike"
23019,1.32,"Palike"
23023,0.588,"Palike"
23026,1.378,"Palike"
23034,1.297,"Palike"
23039,1.747,"Palike"
23041,1.527,"Palike"
23045,1.489,"Palike"
23046,1.6,"Palike"
23057,1.488,"Palike"
23060,1.57,"Palike"
23061,1.47,"Palike"
23063,1.411,"Palike"
23067,1.562,"Palike"
23070,1.079,"Palike"
23072,1.29,"Palike"
23073,1.357,"Palike"
23077,1.551,"Palike"
23079,1.309,"Palike"
23080,1.39,"Palike"
23084,1.307,"Palike"
23090,1.534,"Palike"
23096,1.5,"Palike"
23105,1.498,"Palike"
23112,1.397,"Palike"
23119,1.379,"Palike"
23123,1.27,"Palike"
23126,1.427,"Palike"
23134,1.405,"Palike"
23142,0.976,"Palike"
23146,1.401,"Palike"
23152,1.375,"Palike"
23158,0.442,"Palike"
23170,1.1,"Palike"
23174,0.916,"Palike"
23180,1.086,"Palike"
23192,1.216,"Palike"
23192,1.14,"Palike"
23198,1.075,"Palike"
23211,1.455,"Palike"
23227,1.14,"Palike"
23247,0.9,"Palike"
23265,0.898,"Palike"
23308,0.86,"Palike"
23315,0.86,"Palike"
23333,0.87,"Palike"
23337,0.72,"Palike"
23342,0.82,"Palike"
23350,0.77,"Palike"
23357,0.85,"Palike"
23365,0.78,"Palike"
23388,0.9,"Palike"
23397,1.04,"Palike"
23400,1.395,"Palike"
23419,0.99,"Palike"
23421,1.151,"Palike"
23425,1.219,"Palike"
23427,1.23,"Palike"
23428,0.99,"Palike"
23439,1.392,"Palike"
23452,1.17,"Palike"
23456,1.249,"Palike"
23458,1.446,"Palike"
23465,0.951,"Palike"
23481,1.215,"Palike"
23483,1.127,"Palike"
23490,1.198,"Palike"
23490,1.193,"Palike"
23494,1.17,"Palike"
23499,0.762,"Palike"
23502,1.21,"Palike"
23506,1.195,"Palike"
23511,1.351,"Palike"
23514,1.143,"Palike"
23516,1.23,"Palike"
23516,1.23,"Palike"
23521,1.488,"Palike"
23523,1.16,"Palike"
23528,1.455,"Palike"
23537,1.152,"Palike"
23546,0.834,"Palike"
23551,1.2,"Palike"
23551,1.104,"Palike"
23554,0.99,"Palike"
23557,1.386,"Palike"
23559,1.167,"Palike"
23562,0.904,"Palike"
23563,0.75,"Palike"
23566,1.201,"Palike"
23569,0.95,"Palike"
23572,1.288,"Palike"
23579,0.918,"Palike"
23585,1.248,"Palike"
23586,1.26,"Palike"
23587,1.384,"Palike"
23588,1.11,"Palike"
23590,1.123,"Palike"
23600,1.346,"Palike"
23601,1.06,"Palike"
23604,1.171,"Palike"
23608,0.9,"Palike"
23611,1.156,"Palike"
23616,1.107,"Palike"
23619,0.939,"Palike"
23621,0.89,"Palike"
23625,0.958,"Palike"
23641,1.044,"Palike"
23643,1.135,"Palike"
23649,0.894,"Palike"
23653,1.056,"Palike"
23657,0.986,"Palike"
23660,1.085,"Palike"
23664,0.073,"Palike"
23667,0.78,"Palike"
23674,0.17,"Palike"
23676,0.79,"Palike"
23681,0.967,"Palike"
23685,1.237,"Palike"
23687,1.165,"Palike"
23693,0.99,"Palike"
23700,1.203,"Palike"
23702,0.78,"Palike"
23707,1.149,"Palike"
23709,0.566,"Palike"
23711,0.839,"Palike"
23718,0.829,"Palike"
23727,0.811,"Palike"
23731,0.874,"Palike"
23731,0.76,"Palike"
23734,0.725,"Palike"
23735,0.376,"Palike"
23735,0.962,"Palike"
23737,0.622,"Palike"
23738,0.625,"Palike"
23739,1.01,"Palike"
23742,0.49,"Palike"
23744,0.389,"Palike"
23745,0.61,"Palike"
23745,0.7,"Palike"
23746,0.45,"Palike"
23746,0.399,"Palike"
23747,0.53,"Palike"
23749,0.827,"Palike"
23749,0.519,"Palike"
23753,0.769,"Palike"
23754,0.883,"Palike"
23760,0.61,"Palike"
23762,0.686,"Palike"
23762,0.65,"Palike"
23765,0.424,"Palike"
23769,0.571,"Palike"
23775,0.594,"Palike"
23777,0.61,"Palike"
23782,0.548,"Palike"
23785,0.637,"Palike"
23791,0.479,"Palike"
23795,0.91,"Palike"
23799,1.023,"Palike"
23807,0.657,"Palike"
23810,0.779,"Palike"
23817,1.106,"Palike"
23823,0.764,"Palike"
23825,0.61,"Palike"
23827,0.7,"Palike"
23831,0.892,"Palike"
23838,0.912,"Palike"
23847,0.656,"Palike"
23852,0.96,"Palike"
23854,0.872,"Palike"
23861,0.891,"Palike"
23867,0.878,"Palike"
23875,1.01,"Palike"
23884,1.113,"Palike"
23887,0.78,"Palike"
23889,0.922,"Palike"
23897,1.029,"Palike"
23898,0.98,"Palike"
23901,0.987,"Palike"
23910,0.715,"Palike"
23914,0.588,"Palike"
23920,0.918,"Palike"
23931,0.996,"Palike"
23935,0.73,"Palike"
23942,0.751,"Palike"
23945,0.705,"Palike"
23954,0.911,"Palike"
23965,0.829,"Palike"
23976,0.62,"Palike"
23978,0.762,"Palike"
23982,0.811,"Palike"
23984,0.527,"Palike"
23987,0.909,"Palike"
23988,0.76,"Palike"
23993,0.884,"Palike"
23997,0.524,"Palike"
24000,0.685,"Palike"
24003,0.53,"Palike"
24006,0.445,"Palike"
24008,0.93,"Palike"
24010,0.76,"Palike"
24014,0.987,"Palike"
24023,0.411,"Palike"
24025,0.357,"Palike"
24028,0.467,"Palike"
24031,0.48,"Palike"
24034,0.866,"Palike"
24044,0.685,"Palike"
24059,0.872,"Palike"
24061,0.54,"Palike"
24063,0.687,"Palike"
24066,0.681,"Palike"
24067,0.68,"Palike"
24069,0.735,"Palike"
24072,0.464,"Palike"
24075,0.503,"Palike"
24075,0.817,"Palike"
24077,0.399,"Palike"
24079,0.64,"Palike"
24083,0.96,"Palike"
24090,0.691,"Palike"
24093,0.436,"Palike"
24095,0.533,"Palike"
24101,0.316,"Palike"
24104,0.457,"Palike"
24104,0.767,"Palike"
24107,0.53,"Palike"
24108,0.539,"Palike"
24111,0.521,"Palike"
24115,0.297,"Palike"
24118,0.231,"Palike"
24120,0.512,"Palike"
24127,0.628,"Palike"
24138,0.47,"Palike"
24143,0.242,"Palike"
24150,0.878,"Palike"
24161,0.726,"Palike"
24165,0.517,"Palike"
24171,0.775,"Palike"
24176,0.579,"Palike"
24179,0.771,"Palike"
24182,0.775,"Palike"
24183,0.54,"Palike"
24185,0.64,"Palike"
24188,0.335,"Palike"
24191,0.573,"Palike"
24194,0.469,"Palike"
24199,0.746,"Palike"
24206,0.52,"Palike"
24208,0.369,"Palike"
24209,0.59,"Palike"
24210,0.331,"Palike"
24214,0.685,"Palike"
24217,0.858,"Palike"
24220,0.828,"Palike"
24222,0.66,"Palike"
24223,0.581,"Palike"
24225,0.719,"Palike"
24229,0.507,"Palike"
24232,0.827,"Palike"
24233,1,"Palike"
24234,0.71,"Palike"
24235,0.57,"Palike"
24238,0.798,"Palike"
24241,0.852,"Palike"
24244,0.727,"Palike"
24244,0.83,"Palike"
24247,0.795,"Palike"
24255,0.924,"Palike"
24264,0.855,"Palike"
24275,0.704,"Palike"
24275,0.85,"Palike"
24277,0.768,"Palike"
24280,0.804,"Palike"
24283,0.819,"Palike"
24291,0.94,"Palike"
24292,0.776,"Palike"
24295,0.72,"Palike"
24296,1.026,"Palike"
24302,0.589,"Palike"
24308,0.997,"Palike"
24311,0.76,"Palike"
24314,0.948,"Palike"
24324,0.941,"Palike"
24340,0.878,"Palike"
24348,0.907,"Palike"
24352,0.547,"Palike"
24353,0.567,"Palike"
24356,0.844,"Palike"
24357,0.726,"Palike"
24359,0.89,"Palike"
24360,0.839,"Palike"
24363,0.68,"Palike"
24366,0.899,"Palike"
24369,1.135,"Palike"
24372,0.478,"Palike"
24374,0.59,"Palike"
24378,0.576,"Palike"
24380,0.406,"Palike"
24390,0.779,"Palike"
24393,0.79,"Palike"
24394,0.559,"Palike"
24404,0.85,"Palike"
24406,0.957,"Palike"
24412,0.932,"Palike"
24419,0.796,"Palike"
24426,0.915,"Palike"
24432,0.889,"Palike"
24433,0.76,"Palike"
24436,0.692,"Palike"
24437,1.002,"Palike"
24439,0.966,"Palike"
24440,0.504,"Palike"
24440,0.76,"Palike"
24441,0.633,"Palike"
24442,0.766,"Palike"
24444,0.628,"Palike"
24444,0.864,"Palike"
24447,0.67,"Palike"
24447,0.652,"Palike"
24448,0.77,"Palike"
24449,0.805,"Palike"
24451,0.638,"Palike"
24451,0.601,"Palike"
24453,0.75,"Palike"
24456,0.789,"Palike"
24457,0.939,"Palike"
24459,0.678,"Palike"
24460,0.787,"Palike"
24464,0.567,"Palike"
24467,0.563,"Palike"
24475,0.514,"Palike"
24476,0.575,"Palike"
24477,0.48,"Palike"
24478,0.518,"Palike"
24478,0.634,"Palike"
24480,0.576,"Palike"
24480,0.455,"Palike"
24482,0.649,"Palike"
24482,0.872,"Palike"
24484,0.814,"Palike"
24484,0.671,"Palike"
24485,0.55,"Palike"
24488,0.642,"Palike"
24489,0.41,"Palike"
24494,0.453,"Palike"
24496,0.572,"Palike"
24501,0.583,"Palike"
24504,0.645,"Palike"
24508,0.601,"Palike"
24510,0.56,"Palike"
24511,0.546,"Palike"
24515,0.475,"Palike"
24518,0.822,"Palike"
24519,0.583,"Palike"
24521,0.224,"Palike"
24522,0.821,"Palike"
24524,0.506,"Palike"
24525,0.7,"Palike"
24526,0.76,"Palike"
24531,0.764,"Palike"
24531,0.574,"Palike"
24537,0.825,"Palike"
24537,0.541,"Palike"
24539,0.644,"Palike"
24540,0.728,"Palike"
24543,0.623,"Palike"
24544,0.785,"Palike"
24548,0.595,"Palike"
24550,0.106,"Palike"
24554,0.731,"Palike"
24557,0.874,"Palike"
24558,0.634,"Palike"
24563,0.471,"Palike"
24571,0.7,"Palike"
24575,0.419,"Palike"
24577,0.546,"Palike"
24579,0.602,"Palike"
24583,0.413,"Palike"
24590,0.239,"Palike"
24598,0.64,"Palike"
24602,0.413,"Palike"
24610,0.595,"Palike"
24617,0.775,"Palike"
24624,0.522,"Palike"
24632,0.889,"Palike"
24638,0.678,"Palike"
24646,0.838,"Palike"
24650,0.915,"Palike"
24652,0.735,"Palike"
24656,0.669,"Palike"
24660,0.682,"Palike"
24665,0.723,"Palike"
24667,0.751,"Palike"
24669,0.896,"Palike"
24671,0.796,"Palike"
24673,0.671,"Palike"
24675,0.62,"Palike"
24677,0.581,"Palike"
24679,0.652,"Palike"
24680,0.448,"Palike"
24681,0.651,"Palike"
24683,0.52,"Palike"
24688,0.81,"Palike"
24695,0.657,"Palike"
24698,0.478,"Palike"
24699,0.809,"Palike"
24702,0.649,"Palike"
24704,0.692,"Palike"
24705,0.761,"Palike"
24707,0.609,"Palike"
24708,0.614,"Palike"
24710,0.612,"Palike"
24712,0.58,"Palike"
24713,0.632,"Palike"
24716,0.533,"Palike"
24718,0.748,"Palike"
24720,0.668,"Palike"
24722,0.69,"Palike"
24723,0.688,"Palike"
24725,0.681,"Palike"
24730,0.718,"Palike"
24737,0.669,"Palike"
24742,0.643,"Palike"
24747,0.726,"Palike"
24749,0.553,"Palike"
24752,0.547,"Palike"
24753,0.703,"Palike"
24755,0.657,"Palike"
24757,0.438,"Palike"
24758,0.436,"Palike"
24763,0.631,"Palike"
24769,0.642,"Palike"
24780,0.71,"Palike"
24790,0.48,"Palike"
24798,0.532,"Palike"
24801,0.407,"Palike"
24804,0.458,"Palike"
24810,0.816,"Palike"
24812,0.6,"Palike"
24820,0.788,"Palike"
24828,0.66,"Palike"
24830,0.643,"Palike"
24836,0.711,"Palike"
24841,0.759,"Palike"
24844,0.64,"Palike"
24847,0.423,"Palike"
24849,0.629,"Palike"
24852,0.642,"Palike"
24855,0.547,"Palike"
24857,0.55,"Palike"
24857,0.487,"Palike"
24860,0.602,"Palike"
24863,0.464,"Palike"
24871,0.506,"Palike"
24875,0.597,"Palike"
24878,0.545,"Palike"
24881,0.602,"Palike"
24883,0.537,"Palike"
24887,0.46,"Palike"
24890,0.441,"Palike"
24893,0.992,"Palike"
24896,0.42,"Palike"
24896,0.51,"Palike"
24902,0.636,"Palike"
24912,0.268,"Palike"
24923,0.973,"Palike"
24930,0.82,"Palike"
24933,0.651,"Palike"
24935,0.66,"Palike"
24937,0.762,"Palike"
24944,0.729,"Palike"
24950,0.395,"Palike"
24951,0.376,"Palike"
24952,0.502,"Palike"
24953,0.63,"Palike"
24955,0.333,"Palike"
24961,0.336,"Palike"
24963,0.5,"Palike"
24967,0.337,"Palike"
24972,0.512,"Palike"
24979,0.31,"Palike"
24985,0.38,"Palike"
24988,0.241,"Palike"
24990,0.332,"Palike"
24992,0.494,"Palike"
24999,0.263,"Palike"
25004,0.447,"Palike"
25005,0.335,"Palike"
25008,0.517,"Palike"
25013,0.724,"Palike"
25020,0.444,"Palike"
25026,0.609,"Palike"
25033,0.567,"Palike"
25035,0.46,"Palike"
25037,0.676,"Palike"
25043,0.824,"Palike"
25050,0.668,"Palike"
25053,0.726,"Palike"
25055,1.017,"Palike"
25061,0.672,"Palike"
25062,0.609,"Palike"
25066,0.879,"Palike"
25073,0.394,"Palike"
25078,0.633,"Palike"
25081,0.491,"Palike"
25081,0.529,"Palike"
25082,0.364,"Palike"
25087,0.846,"Palike"
25093,0.343,"Palike"
25096,0.663,"Palike"
25101,0.679,"Palike"
25102,0.319,"Palike"
25104,0.508,"Palike"
25106,0.556,"Palike"
25108,0.654,"Palike"
25110,0.491,"Palike"
25112,0.478,"Palike"
25114,0.45,"Palike"
25115,0.774,"Palike"
25117,0.525,"Palike"
25119,0.619,"Palike"
25120,0.54,"Palike"
25124,0.861,"Palike"
25131,0.823,"Palike"
25136,0.426,"Palike"
25140,0.809,"Palike"
25141,0.757,"Palike"
25143,0.727,"Palike"
25145,0.515,"Palike"
25147,0.659,"Palike"
25151,0.246,"Palike"
25156,0.754,"Palike"
25159,0.417,"Palike"
25160,0.537,"Palike"
25162,0.592,"Palike"
25166,0.723,"Palike"
25172,0.408,"Palike"
25177,-0.128,"Palike"
25183,0.528,"Palike"
25186,0.443,"Palike"
25188,0.522,"Palike"
25190,0.792,"Palike"
25191,0.444,"Palike"
25193,0.474,"Palike"
25196,0.867,"Palike"
25197,0.402,"Palike"
25198,0.54,"Palike"
25201,0.737,"Palike"
25206,0.837,"Palike"
25212,0.512,"Palike"
25217,0.783,"Palike"
25220,0.591,"Palike"
25222,0.704,"Palike"
25226,0.772,"Palike"
25229,0.659,"Palike"
25230,0.51,"Palike"
25231,0.547,"Palike"
25233,0.576,"Palike"
25235,0.567,"Palike"
25235,0.669,"Palike"
25236,0.501,"Palike"
25238,0.554,"Palike"
25241,0.421,"Palike"
25247,0.415,"Palike"
25253,0.661,"Palike"
25260,0.617,"Palike"
25266,0.206,"Palike"
25274,0.559,"Palike"
25280,0.389,"Palike"
25286,0.098,"Palike"
25286,0.29,"Palike"
25288,0.5,"Palike"
25294,0.604,"Palike"
25302,0.582,"Palike"
25304,0.518,"Palike"
25306,0.483,"Palike"
25307,0.696,"Palike"
25310,0.285,"Palike"
25311,0.167,"Palike"
25314,0.541,"Palike"
25319,0.64,"Palike"
25326,0.697,"Palike"
25331,0.213,"Palike"
25332,0.6,"Palike"
25334,0.347,"Palike"
25337,0.569,"Palike"
25340,0.3,"Palike"
25343,0.628,"Palike"
25350,0.481,"Palike"
25354,0.298,"Palike"
25356,0.32,"Palike"
25361,0.291,"Palike"
25365,0.349,"Palike"
25369,0.509,"Palike"
25369,0.026,"Palike"
25370,0.519,"Palike"
25376,0.382,"Palike"
25380,0.409,"Palike"
25387,0.544,"Palike"
25393,0.595,"Palike"
25400,0.584,"Palike"
25405,0.038,"Palike"
25411,0.802,"Palike"
25419,0.415,"Palike"
25420,0.45,"Palike"
25427,0.525,"Palike"
25432,0.777,"Palike"
25439,0.543,"Palike"
25446,0.544,"Palike"
25448,0.314,"Palike"
25452,0.795,"Palike"
25456,0.738,"Palike"
25464,0.685,"Palike"
25468,0.596,"Palike"
25471,0.529,"Palike"
25477,0.376,"Palike"
25481,0.662,"Palike"
25485,0.783,"Palike"
25487,0.687,"Palike"
25491,0.636,"Palike"
25499,0.919,"Palike"
25506,0.685,"Palike"
25509,0.983,"Palike"
25512,0.675,"Palike"
25514,0.728,"Palike"
25516,0.722,"Palike"
25516,0.803,"Palike"
25521,0.912,"Palike"
25521,0.682,"Palike"
25528,0.792,"Palike"
25528,0.912,"Palike"
25534,0.835,"Palike"
25534,0.692,"Palike"
25535,0.69,"Palike"
25539,0.789,"Palike"
25539,0.79,"Palike"
25549,0.895,"Palike"
25556,0.988,"Palike"
25562,0.38,"Palike"
25567,0.656,"Palike"
25575,0.908,"Palike"
25583,1.014,"Palike"
25586,0.982,"Palike"
25588,0.948,"Palike"
25592,0.914,"Palike"
25592,0.76,"Palike"
25599,0.983,"Palike"
25603,0.815,"Palike"
25607,0.963,"Palike"
25614,0.928,"Palike"
25621,0.578,"Palike"
25627,0.835,"Palike"
25632,0.563,"Palike"
25634,0.555,"Palike"
25636,0.623,"Palike"
25640,0.45,"Palike"
25645,0.659,"Palike"
25650,0.797,"Palike"
25654,0.848,"Palike"
25672,0.85,"Palike"
25675,0.554,"Palike"
25677,0.568,"Palike"
25679,0.495,"Palike"
25681,0.459,"Palike"
25683,0.425,"Palike"
25685,0.471,"Palike"
25687,0.87,"Palike"
25689,0.957,"Palike"
25692,0.188,"Palike"
25696,0.749,"Palike"
25703,0.645,"Palike"
25707,0.534,"Palike"
25708,0.397,"Palike"
25710,0.713,"Palike"
25712,0.324,"Palike"
25716,0.703,"Palike"
25717,0.382,"Palike"
25718,0.34,"Palike"
25720,0.741,"Palike"
25722,0.543,"Palike"
25723,0.524,"Palike"
25725,0.583,"Palike"
25726,0.617,"Palike"
25728,0.703,"Palike"
25729,0.452,"Palike"
25731,0.508,"Palike"
25732,0.417,"Palike"
25734,0.45,"Palike"
25735,-0.15,"Palike"
25735,0.319,"Palike"
25737,0.522,"Palike"
25740,0.749,"Palike"
25742,0.998,"Palike"
25744,0.697,"Palike"
25747,0.614,"Palike"
25749,0.983,"Palike"
25750,0.586,"Palike"
25756,0.377,"Palike"
25761,0.8,"Palike"
25762,0.694,"Palike"
25763,1.001,"Palike"
25764,0.375,"Palike"
25766,1.163,"Palike"
25767,0.78,"Palike"
25768,0.369,"Palike"
25771,0.731,"Palike"
25773,0.489,"Palike"
25777,0.856,"Palike"
25781,0.777,"Palike"
25782,0.886,"Palike"
25782,0.886,"Palike"
25784,0.935,"Palike"
25789,0.549,"Palike"
25792,0.912,"Palike"
25796,0.596,"Palike"
25801,0.367,"Palike"
25803,0.444,"Palike"
25811,1.06,"Palike"
25820,0.817,"Palike"
25824,0.808,"Palike"
25829,0.775,"Palike"
25833,0.836,"Palike"
25836,0.789,"Palike"
25842,0.434,"Palike"
25845,0.545,"Palike"
25852,0.878,"Palike"
25856,0.82,"Palike"
25860,0.908,"Palike"
25868,0.341,"Palike"
25876,1.084,"Palike"
25885,0.878,"Palike"
25893,1.01,"Palike"
25897,0.858,"Palike"
25900,1.101,"Palike"
25907,0.985,"Palike"
25914,0.823,"Palike"
25916,0.615,"Palike"
25919,0.734,"Palike"
25923,0.6,"Palike"
25924,0.64,"Palike"
25925,0.736,"Palike"
25933,0.938,"Palike"
25941,0.628,"Palike"
25945,0.898,"Palike"
25953,0.737,"Palike"
25954,0.977,"Palike"
25955,0.791,"Palike"
25959,0.74,"Palike"
25966,1.013,"Palike"
25969,1.07,"Palike"
25974,0.792,"Palike"
25975,0.713,"Palike"
25978,1.077,"Palike"
25983,1.141,"Palike"
25986,0.877,"Palike"
25991,0.669,"Palike"
25997,0.619,"Palike"
26002,0.89,"Palike"
26003,0.859,"Palike"
26009,0.558,"Palike"
26014,0.55,"Palike"
26016,1.019,"Palike"
26018,0.618,"Palike"
26019,0.595,"Palike"
26019,0.998,"Palike"
26021,1.069,"Palike"
26026,0.86,"Palike"
26028,0.426,"Palike"
26029,0.587,"Palike"
26030,0.775,"Palike"
26031,0.762,"Palike"
26032,0.309,"Palike"
26034,0.463,"Palike"
26036,0.307,"Palike"
26037,0.832,"Palike"
26038,0.765,"Palike"
26039,0.738,"Palike"
26040,0.603,"Palike"
26042,0.384,"Palike"
26043,0.507,"Palike"
26046,0.811,"Palike"
26049,0.671,"Palike"
26052,0.763,"Palike"
26056,0.667,"Palike"
26058,0.504,"Palike"
26059,0.721,"Palike"
26063,0.761,"Palike"
26063,0.516,"Palike"
26069,0.525,"Palike"
26069,0.733,"Palike"
26069,0.66,"Palike"
26072,0.705,"Palike"
26072,0.549,"Palike"
26076,0.409,"Palike"
26077,0.241,"Palike"
26077,0.512,"Palike"
26079,0.49,"Palike"
26079,0.673,"Palike"
26084,0.533,"Palike"
26084,0.567,"Palike"
26088,0.614,"Palike"
26088,0.519,"Palike"
26090,0.71,"Palike"
26090,0.455,"Palike"
26092,0.528,"Palike"
26095,0.57,"Palike"
26099,0.473,"Palike"
26100,0.269,"Palike"
26101,0.28,"Palike"
26102,0.468,"Palike"
26104,0.396,"Palike"
26105,0.118,"Palike"
26107,-0.034,"Palike"
26109,0.555,"Palike"
26110,0.618,"Palike"
26112,0.608,"Palike"
26114,0.672,"Palike"
26117,0.612,"Palike"
26119,0.166,"Palike"
26120,0.4,"Palike"
26121,0.232,"Palike"
26124,0.113,"Palike"
26126,0.286,"Palike"
26129,0.027,"Palike"
26131,0.37,"Palike"
26137,0.913,"Palike"
26150,0.524,"Palike"
26157,0.803,"Palike"
26163,0.934,"Palike"
26165,0.86,"Palike"
26168,0.617,"Palike"
26172,0.735,"Palike"
26179,0.69,"Palike"
26183,0.701,"Palike"
26188,0.462,"Palike"
26190,0.666,"Palike"
26193,0.59,"Palike"
26198,0.628,"Palike"
26205,0.689,"Palike"
26209,0.784,"Palike"
26212,0.7,"Palike"
26214,0.488,"Palike"
26216,0.794,"Palike"
26218,0.518,"Palike"
26223,0.488,"Palike"
26227,0.84,"Palike"
26229,0.481,"Palike"
26232,0.543,"Palike"
26233,0.575,"Palike"
26235,0.502,"Palike"
26239,0.824,"Palike"
26239,0.904,"Palike"
26240,0.722,"Palike"
26243,0.813,"Palike"
26247,0.727,"Palike"
26250,0.972,"Palike"
26255,0.686,"Palike"
26259,0.883,"Palike"
26265,0.988,"Palike"
26266,0.715,"Palike"
26268,0.966,"Palike"
26269,0.877,"Palike"
26270,0.78,"Palike"
26271,0.86,"Palike"
26272,0.777,"Palike"
26273,0.84,"Palike"
26275,0.554,"Palike"
26276,0.65,"Palike"
26280,0.663,"Palike"
26285,1.046,"Palike"
26290,0.485,"Palike"
26293,0.93,"Palike"
26297,0.77,"Palike"
26299,0.898,"Palike"
26302,0.656,"Palike"
26308,0.547,"Palike"
26312,0.67,"Palike"
26313,0.616,"Palike"
26315,0.388,"Palike"
26321,0.806,"Palike"
26327,1.021,"Palike"
26339,0.744,"Palike"
26346,1.085,"Palike"
26352,0.619,"Palike"
26357,1.196,"Palike"
26359,0.753,"Palike"
26363,0.752,"Palike"
26363,0.66,"Palike"
26368,0.553,"Palike"
26369,0.435,"Palike"
26373,0.776,"Palike"
26378,0.404,"Palike"
26382,0.749,"Palike"
26388,0.366,"Palike"
26395,0.699,"Palike"
26401,1.119,"Palike"
26408,0.586,"Palike"
26415,0.586,"Palike"
26419,0.545,"Palike"
26426,0.555,"Palike"
26431,0.295,"Palike"
26433,0.473,"Palike"
26438,0.834,"Palike"
26445,0.685,"Palike"
26448,0.719,"Palike"
26453,0.958,"Palike"
26460,0.364,"Palike"
26463,0.695,"Palike"
26463,0.17,"Palike"
26465,0.62,"Palike"
26468,0.777,"Palike"
