"depth","age","d13c","d18o","auth"
NA,30074,0.796,1.831,"Palike"
NA,30076,0.607,1.878,"Palike"
NA,30079,0.513,1.698,"Palike"
NA,30083,0.41,1.64,"Palike"
NA,30085,0.458,1.859,"Palike"
NA,30087,0.557,1.787,"Palike"
NA,30091,0.365,1.709,"Palike"
NA,30096,0.642,1.792,"Palike"
NA,30098,0.661,2.022,"Palike"
NA,30101,0.45,1.643,"Palike"
NA,30107,0.668,1.825,"Palike"
NA,30109,0.478,1.769,"Palike"
NA,30115,0.368,1.782,"Palike"
NA,30121,0.414,1.633,"Palike"
NA,30124,0.29,1.38,"Palike"
NA,30128,0.554,1.586,"Palike"
NA,30136,0.462,1.517,"Palike"
NA,30143,0.674,1.591,"Palike"
NA,30151,0.434,1.668,"Palike"
NA,30159,0.617,1.649,"Palike"
NA,30166,0.525,1.681,"Palike"
NA,30173,0.596,1.48,"Palike"
NA,30180,0.619,1.536,"Palike"
NA,30187,0.485,1.395,"Palike"
NA,30195,0.409,1.272,"Palike"
NA,30198,0.248,1.42,"Palike"
NA,30203,0.576,1.566,"Palike"
NA,30209,0.493,1.701,"Palike"
NA,30213,0.137,1.345,"Palike"
NA,30219,0.297,1.713,"Palike"
NA,30220,0.434,1.728,"Palike"
NA,30223,0.437,1.689,"Palike"
NA,30226,0.721,1.623,"Palike"
NA,30228,0.615,1.396,"Palike"
NA,30231,0.562,1.806,"Palike"
NA,30233,0.771,1.687,"Palike"
NA,30234,0.49,1.78,"Palike"
NA,30236,0.521,1.454,"Palike"
NA,30239,0.671,1.715,"Palike"
NA,30241,0.643,1.58,"Palike"
NA,30246,0.431,1.641,"Palike"
NA,30247,0.67,NA,"Palike"
NA,30250,0.888,1.857,"Palike"
NA,30252,0.76,2,"Palike"
NA,30253,0.63,1.797,"Palike"
NA,30258,0.539,1.522,"Palike"
NA,30259,0.473,1.641,"Palike"
NA,30261,0.613,1.614,"Palike"
NA,30262,0.438,1.471,"Palike"
NA,30262,0.548,1.85,"Palike"
NA,30262,0.516,1.898,"Palike"
NA,30264,0.552,1.949,"Palike"
NA,30265,0.574,2.019,"Palike"
NA,30268,0.742,1.808,"Palike"
NA,30273,0.758,1.769,"Palike"
NA,30278,0.732,1.67,"Palike"
NA,30281,0.561,1.569,"Palike"
NA,30282,0.779,1.542,"Palike"
NA,30284,0.627,1.516,"Palike"
NA,30287,0.541,1.693,"Palike"
NA,30288,0.334,1.696,"Palike"
NA,30290,0.479,1.709,"Palike"
NA,30298,0.62,1.809,"Palike"
NA,30306,0.649,1.554,"Palike"
NA,30309,0.564,1.556,"Palike"
NA,30311,0.454,1.671,"Palike"
NA,30318,0.608,1.665,"Palike"
NA,30322,0.623,1.483,"Palike"
NA,30324,0.732,1.677,"Palike"
NA,30327,0.642,1.338,"Palike"
NA,30333,0.585,1.738,"Palike"
NA,30334,0.5,1.42,"Palike"
NA,30337,0.599,1.876,"Palike"
NA,30343,0.765,1.888,"Palike"
NA,30350,0.691,1.888,"Palike"
NA,30357,0.802,2.011,"Palike"
NA,30365,0.765,1.768,"Palike"
NA,30373,0.73,1.589,"Palike"
NA,30380,0.766,2.041,"Palike"
NA,30386,0.655,1.499,"Palike"
NA,30388,0.827,1.515,"Palike"
NA,30391,0.81,1.775,"Palike"
NA,30392,0.94,1.593,"Palike"
NA,30392,0.94,1.593,"Palike"
NA,30392,0.94,1.593,"Palike"
NA,30392,0.94,1.593,"Palike"
NA,30395,0.751,1.95,"Palike"
NA,30395,0.728,1.683,"Palike"
NA,30403,0.839,1.833,"Palike"
NA,30410,0.797,1.65,"Palike"
NA,30417,0.775,1.877,"Palike"
NA,30425,0.792,1.772,"Palike"
NA,30433,0.594,1.64,"Palike"
NA,30435,0.459,1.695,"Palike"
NA,30440,0.704,1.643,"Palike"
NA,30444,0.475,1.587,"Palike"
NA,30447,0.744,1.587,"Palike"
NA,30449,0.46,1.68,"Palike"
NA,30450,0.458,1.745,"Palike"
NA,30454,0.661,1.798,"Palike"
NA,30463,0.786,1.965,"Palike"
NA,30468,0.551,1.565,"Palike"
NA,30470,0.669,1.578,"Palike"
NA,30472,1.042,1.746,"Palike"
NA,30474,0.652,1.417,"Palike"
NA,30476,0.506,1.635,"Palike"
NA,30481,0.499,1.317,"Palike"
NA,30488,0.718,1.816,"Palike"
NA,30488,0.57,1.69,"Palike"
NA,30490,0.555,1.654,"Palike"
NA,30495,0.601,1.66,"Palike"
NA,30498,0.727,1.682,"Palike"
NA,30500,0.71,2.113,"Palike"
NA,30503,0.795,1.746,"Palike"
NA,30505,0.849,1.918,"Palike"
NA,30506,0.824,1.912,"Palike"
NA,30507,0.641,1.397,"Palike"
NA,30508,0.719,1.811,"Palike"
NA,30509,0.654,1.735,"Palike"
NA,30510,0.649,1.92,"Palike"
NA,30511,0.944,1.65,"Palike"
NA,30512,0.887,1.769,"Palike"
NA,30514,0.853,1.733,"Palike"
NA,30515,1.02,1.877,"Palike"
NA,30515,0.39,1.62,"Palike"
NA,30520,0.466,1.681,"Palike"
NA,30524,0.75,1.888,"Palike"
NA,30526,0.517,1.253,"Palike"
NA,30528,0.431,1.688,"Palike"
NA,30534,0.662,1.742,"Palike"
NA,30543,0.549,1.641,"Palike"
NA,30552,0.309,1.571,"Palike"
NA,30560,0.56,1.406,"Palike"
NA,30564,0.533,1.372,"Palike"
NA,30570,0.494,1.291,"Palike"
NA,30578,0.696,1.715,"Palike"
NA,30587,0.396,1.398,"Palike"
NA,30595,0.429,1.581,"Palike"
NA,30600,0.459,1.554,"Palike"
NA,30602,0.522,1.678,"Palike"
NA,30605,0.364,1.892,"Palike"
NA,30607,0.451,1.584,"Palike"
NA,30615,0.785,1.636,"Palike"
NA,30622,0.815,1.81,"Palike"
NA,30628,0.54,1.8,"Palike"
NA,30628,0.234,1.76,"Palike"
NA,30631,0.939,1.835,"Palike"
NA,30633,0.94,1.442,"Palike"
NA,30639,0.73,1.505,"Palike"
NA,30647,0.835,1.786,"Palike"
NA,30655,0.792,1.447,"Palike"
NA,30657,0.875,1.29,"Palike"
NA,30660,0.938,1.478,"Palike"
NA,30666,0.69,1.577,"Palike"
NA,30674,0.691,1.393,"Palike"
NA,30677,0.706,1.014,"Palike"
NA,30681,0.56,1.284,"Palike"
NA,30686,0.942,1.481,"Palike"
NA,30688,0.696,1.483,"Palike"
NA,30691,0.836,1.726,"Palike"
NA,30697,0.79,1.812,"Palike"
NA,30700,0.523,1.59,"Palike"
NA,30704,0.851,1.752,"Palike"
NA,30707,0.747,1.995,"Palike"
NA,30709,0.759,1.74,"Palike"
NA,30712,0.69,1.58,"Palike"
NA,30714,0.857,1.301,"Palike"
NA,30716,0.848,1.729,"Palike"
NA,30719,0.944,1.463,"Palike"
NA,30721,0.772,1.475,"Palike"
NA,30723,0.971,1.535,"Palike"
NA,30726,0.749,1.657,"Palike"
NA,30731,0.898,1.762,"Palike"
NA,30739,0.939,1.628,"Palike"
NA,30744,0.88,1.747,"Palike"
NA,30751,0.7,1.86,"Palike"
NA,30757,0.842,1.717,"Palike"
NA,30766,0.71,1.734,"Palike"
NA,30771,0.8,1.649,"Palike"
NA,30780,0.898,1.876,"Palike"
NA,30787,0.857,1.561,"Palike"
NA,30790,0.816,1.665,"Palike"
NA,30792,0.81,1.676,"Palike"
NA,30797,0.802,1.588,"Palike"
NA,30800,0.66,1.556,"Palike"
NA,30802,0.81,1.53,"Palike"
NA,30804,0.662,1.659,"Palike"
NA,30809,0.707,1.981,"Palike"
NA,30817,0.829,1.864,"Palike"
NA,30824,0.869,1.527,"Palike"
NA,30826,0.8,1.35,"Palike"
NA,30828,1.021,1.849,"Palike"
NA,30831,0.582,1.426,"Palike"
NA,30834,0.647,1.732,"Palike"
NA,30841,0.939,1.494,"Palike"
NA,30843,0.838,1.462,"Palike"
NA,30846,0.973,1.604,"Palike"
NA,30848,0.691,1.386,"Palike"
NA,30850,0.533,1.502,"Palike"
NA,30853,0.765,1.847,"Palike"
NA,30856,0.898,1.557,"Palike"
NA,30863,0.965,1.857,"Palike"
NA,30868,0.805,1.411,"Palike"
NA,30868,0.805,1.41,"Palike"
NA,30872,0.723,1.628,"Palike"
NA,30877,NA,1.77,"Palike"
NA,30880,0.865,1.778,"Palike"
NA,30882,1.134,1.873,"Palike"
NA,30884,0.974,1.481,"Palike"
NA,30887,1.006,1.906,"Palike"
NA,30889,0.834,1.864,"Palike"
NA,30891,1.207,2.032,"Palike"
NA,30894,0.996,1.62,"Palike"
NA,30896,1.06,2.193,"Palike"
NA,30897,1.13,1.59,"Palike"
NA,30898,0.932,1.902,"Palike"
NA,30900,0.94,1.6,"Palike"
NA,30902,0.92,1.72,"Palike"
NA,30904,0.88,1.78,"Palike"
NA,30906,1.177,1.811,"Palike"
NA,30907,0.89,1.8,"Palike"
NA,30909,0.97,1.86,"Palike"
NA,30909,0.97,1.86,"Palike"
NA,30910,0.998,1.862,"Palike"
NA,30912,0.89,1.72,"Palike"
NA,30914,0.952,1.812,"Palike"
NA,30914,0.62,1.88,"Palike"
NA,30919,0.62,1.66,"Palike"
NA,30920,0.769,1.928,"Palike"
NA,30923,0.53,1.77,"Palike"
NA,30927,0.73,1.7,"Palike"
NA,30933,1.06,1.68,"Palike"
NA,30937,0.81,1.44,"Palike"
NA,30940,0.83,1.63,"Palike"
NA,30946,0.89,1.7,"Palike"
NA,30952,0.73,1.54,"Palike"
NA,30958,0.75,1.41,"Palike"
NA,30959,0.75,1.41,"Palike"
NA,30965,0.71,1.69,"Palike"
NA,30971,0.84,1.81,"Palike"
NA,30977,1.02,1.78,"Palike"
NA,30978,1.113,2.37,"Palike"
NA,30979,1.17,1.57,"Palike"
NA,30983,0.71,1.6,"Palike"
NA,30991,0.87,1.56,"Palike"
NA,31000,0.91,1.63,"Palike"
NA,31007,0.82,1.72,"Palike"
NA,31013,1.05,1.57,"Palike"
NA,31013,1.05,1.57,"Palike"
NA,31015,0.87,1.57,"Palike"
NA,31017,1.14,1.66,"Palike"
NA,31018,1.1,1.52,"Palike"
NA,31022,0.99,1.6,"Palike"
NA,31023,1.04,1.4,"Palike"
NA,31025,0.98,1.37,"Palike"
NA,31027,0.86,1.34,"Palike"
NA,31029,0.79,1.69,"Palike"
NA,31032,0.55,1.52,"Palike"
NA,31039,0.66,1.7,"Palike"
NA,31040,0.66,1.7,"Palike"
NA,31042,0.64,1.71,"Palike"
NA,31045,1.12,1.57,"Palike"
NA,31047,0.88,1.42,"Palike"
NA,31049,0.87,1.32,"Palike"
NA,31050,0.666,1.44,"Palike"
NA,31051,1.03,1.31,"Palike"
NA,31053,1.01,1.37,"Palike"
NA,31055,0.93,1.33,"Palike"
NA,31057,0.92,1.69,"Palike"
NA,31058,0.81,1.3,"Palike"
NA,31060,0.97,1.48,"Palike"
NA,31060,0.97,1.48,"Palike"
NA,31062,0.72,1.5,"Palike"
NA,31069,0.8,1.53,"Palike"
NA,31071,0.87,1.4,"Palike"
NA,31075,0.76,1.45,"Palike"
NA,31082,0.69,1.62,"Palike"
NA,31084,0.71,1.58,"Palike"
NA,31086,0.93,1.69,"Palike"
NA,31088,0.62,1.67,"Palike"
NA,31090,0.64,1.6,"Palike"
NA,31091,0.83,1.46,"Palike"
NA,31098,1.03,1.6,"Palike"
NA,31105,0.75,1.42,"Palike"
NA,31107,0.87,1.38,"Palike"
NA,31109,0.83,1.52,"Palike"
NA,31112,0.78,1.37,"Palike"
NA,31114,1.21,1.47,"Palike"
NA,31115,0.83,1.38,"Palike"
NA,31121,0.9,1.67,"Palike"
NA,31127,1.16,1.5,"Palike"
NA,31129,1.12,1.54,"Palike"
NA,31129,1.12,1.54,"Palike"
NA,31132,1.03,1.54,"Palike"
NA,31140,0.99,1.52,"Palike"
NA,31145,0.9,1.45,"Palike"
NA,31152,0.81,1.48,"Palike"
NA,31159,1.03,1.69,"Palike"
NA,31160,0.79,1.84,"Palike"
NA,31163,0.72,1.63,"Palike"
NA,31168,1.02,1.5,"Palike"
NA,31170,1.08,1.48,"Palike"
NA,31173,0.94,1.62,"Palike"
NA,31173,0.94,1.62,"Palike"
NA,31181,1.25,1.56,"Palike"
NA,31187,0.94,1.77,"Palike"
NA,31195,1.21,1.83,"Palike"
NA,31202,0.87,1.59,"Palike"
NA,31210,0.99,1.63,"Palike"
NA,31218,0.98,1.5,"Palike"
NA,31225,0.88,1.32,"Palike"
NA,31233,0.69,1.38,"Palike"
NA,31240,1,1.53,"Palike"
NA,31246,0.95,1.77,"Palike"
NA,31246,0.95,1.77,"Palike"
NA,31248,1.05,1.62,"Palike"
NA,31250,1.12,1.62,"Palike"
NA,31252,1.14,1.5,"Palike"
NA,31254,0.85,1.65,"Palike"
NA,31255,1.21,1.83,"Palike"
NA,31256,1,1.69,"Palike"
NA,31258,0.8,1.85,"Palike"
NA,31260,0.77,1.87,"Palike"
NA,31263,0.75,1.68,"Palike"
NA,31267,0.69,1.74,"Palike"
NA,31267,0.69,1.74,"Palike"
NA,31271,0.92,1.59,"Palike"
NA,31278,1.02,1.6,"Palike"
NA,31285,0.9,1.72,"Palike"
NA,31292,0.96,1.72,"Palike"
NA,31297,0.6,1.72,"Palike"
NA,31300,0.73,1.62,"Palike"
NA,31303,0.65,1.66,"Palike"
NA,31305,0.49,1.64,"Palike"
NA,31307,0.42,1.49,"Palike"
NA,31308,0.48,1.61,"Palike"
NA,31308,0.48,1.61,"Palike"
NA,31310,0.65,1.55,"Palike"
NA,31311,0.72,1.46,"Palike"
NA,31315,0.52,1.34,"Palike"
NA,31320,0.53,1.33,"Palike"
NA,31326,0.64,1.44,"Palike"
NA,31331,0.51,1.11,"Palike"
NA,31335,0.45,1.24,"Palike"
NA,31340,0.47,1.29,"Palike"
NA,31345,0.57,1.33,"Palike"
NA,31350,0.46,1.45,"Palike"
NA,31350,0.46,1.45,"Palike"
NA,31356,0.58,1.3,"Palike"
NA,31356,0.515,1.56,"Palike"
NA,31362,0.5,1.36,"Palike"
NA,31368,0.77,1.66,"Palike"
NA,31373,0.65,1.46,"Palike"
NA,31376,0.83,1.58,"Palike"
NA,31379,0.89,1.35,"Palike"
NA,31380,0.61,1.32,"Palike"
NA,31382,0.52,1.63,"Palike"
NA,31383,0.53,1.54,"Palike"
NA,31386,0.73,1.7,"Palike"
NA,31386,0.73,1.7,"Palike"
NA,31387,0.6,1.74,"Palike"
NA,31389,0.7,1.75,"Palike"
NA,31390,0.6,1.73,"Palike"
NA,31392,0.66,1.62,"Palike"
NA,31395,0.69,1.55,"Palike"
NA,31400,0.85,1.52,"Palike"
NA,31403,0.69,1.56,"Palike"
NA,31408,0.69,1.33,"Palike"
NA,31414,0.62,1.52,"Palike"
NA,31419,0.73,1.36,"Palike"
NA,31419,0.73,1.36,"Palike"
NA,31422,0.52,1.46,"Palike"
NA,31423,0.74,1.56,"Palike"
NA,31426,0.39,1.29,"Palike"
NA,31430,0.47,1.49,"Palike"
NA,31431,0.76,1.3,"Palike"
NA,31431,0.62,1.43,"Palike"
NA,31432,0.62,1.34,"Palike"
NA,31433,0.6,1.36,"Palike"
NA,31433,0.736,1.89,"Palike"
NA,31434,0.78,1.42,"Palike"
NA,31434,0.72,1.28,"Palike"
NA,31435,0.62,1.43,"Palike"
NA,31436,0.42,1.43,"Palike"
NA,31437,0.51,1.39,"Palike"
NA,31438,0.55,1.29,"Palike"
NA,31438,0.75,1.62,"Palike"
NA,31439,0.62,1.24,"Palike"
NA,31440,0.47,1.5,"Palike"
NA,31441,0.71,1.22,"Palike"
NA,31441,0.71,1.22,"Palike"
NA,31441,0.66,1.36,"Palike"
NA,31442,0.94,1.48,"Palike"
NA,31443,0.84,1.3,"Palike"
NA,31444,0.82,1.36,"Palike"
NA,31445,0.59,1.22,"Palike"
NA,31445,0.77,1.34,"Palike"
NA,31446,0.69,1.31,"Palike"
NA,31447,0.71,1.23,"Palike"
NA,31450,0.5,1.22,"Palike"
NA,31454,0.97,1.41,"Palike"
NA,31456,0.76,1.27,"Palike"
NA,31457,0.74,1.41,"Palike"
NA,31459,0.69,1.43,"Palike"
NA,31461,0.7,1.21,"Palike"
NA,31464,1.182,1.5,"Palike"
NA,31465,0.767,1.54,"Palike"
NA,31465,0.767,1.544,"Palike"
NA,31470,0.79,1.29,"Palike"
NA,31472,0.84,1.35,"Palike"
NA,31474,1,1.39,"Palike"
NA,31475,0.85,1.36,"Palike"
NA,31477,1.05,1.29,"Palike"
NA,31478,1.13,1.3,"Palike"
NA,31479,0.95,1.38,"Palike"
NA,31481,0.85,1.54,"Palike"
NA,31483,0.91,1.59,"Palike"
NA,31489,0.84,1.66,"Palike"
NA,31489,0.84,1.66,"Palike"
NA,31495,1.03,1.54,"Palike"
NA,31499,0.99,1.57,"Palike"
NA,31504,0.9,1.64,"Palike"
NA,31508,1,1.47,"Palike"
NA,31509,0.93,1.42,"Palike"
NA,31511,1.05,1.33,"Palike"
NA,31515,0.78,1.5,"Palike"
NA,31520,0.87,1.38,"Palike"
NA,31522,0.915,1.41,"Palike"
NA,31523,0.81,1.52,"Palike"
NA,31523,0.81,1.52,"Palike"
NA,31526,0.77,1.2,"Palike"
NA,31528,0.98,1.56,"Palike"
NA,31531,0.8,1.6,"Palike"
NA,31534,0.7,1.61,"Palike"
NA,31535,0.768,1.73,"Palike"
NA,31538,1.07,1.48,"Palike"
NA,31542,0.75,1.27,"Palike"
NA,31544,0.76,1.36,"Palike"
NA,31545,0.72,1.28,"Palike"
NA,31548,0.942,1.51,"Palike"
NA,31548,0.942,1.514,"Palike"
NA,31552,1.22,1.57,"Palike"
NA,31556,0.8,1.34,"Palike"
NA,31558,0.88,1.49,"Palike"
NA,31560,0.75,1.28,"Palike"
NA,31562,0.884,1.55,"Palike"
NA,31563,0.88,1.4,"Palike"
NA,31565,0.79,1.33,"Palike"
NA,31566,0.93,1.51,"Palike"
NA,31569,0.91,1.54,"Palike"
NA,31573,0.935,1.56,"Palike"
NA,31577,1.11,1.49,"Palike"
NA,31577,1.11,1.49,"Palike"
NA,31578,0.87,1.38,"Palike"
NA,31580,0.895,1.56,"Palike"
NA,31581,0.84,1.33,"Palike"
NA,31583,0.89,1.53,"Palike"
NA,31587,1.19,1.68,"Palike"
NA,31592,0.85,1.74,"Palike"
NA,31597,0.74,1.49,"Palike"
NA,31602,0.79,1.57,"Palike"
NA,31607,0.83,1.58,"Palike"
NA,31607,0.83,1.58,"Palike"
NA,31611,0.9,1.57,"Palike"
NA,31616,0.81,1.55,"Palike"
NA,31622,0.88,1.63,"Palike"
NA,31628,0.8,1.48,"Palike"
NA,31632,0.72,1.55,"Palike"
NA,31634,0.82,1.43,"Palike"
NA,31636,0.82,1.54,"Palike"
NA,31639,0.75,1.78,"Palike"
NA,31641,0.65,1.75,"Palike"
NA,31643,0.65,1.83,"Palike"
NA,31643,0.65,NA,"Palike"
NA,31646,0.81,1.61,"Palike"
NA,31650,0.82,1.73,"Palike"
NA,31656,0.75,1.8,"Palike"
NA,31663,0.85,1.77,"Palike"
NA,31669,0.67,1.59,"Palike"
NA,31671,0.67,1.54,"Palike"
NA,31674,0.65,1.54,"Palike"
NA,31678,0.78,1.48,"Palike"
NA,31684,0.8,1.49,"Palike"
NA,31688,0.69,1.37,"Palike"
NA,31688,0.69,1.37,"Palike"
NA,31691,0.46,1.54,"Palike"
NA,31692,0.62,1.57,"Palike"
NA,31694,0.43,1.55,"Palike"
NA,31696,0.71,1.46,"Palike"
NA,31702,1.006,1.28,"Palike"
NA,31709,0.303,1.49,"Palike"
NA,31714,0.65,1.56,"Palike"
NA,31717,0.62,1.46,"Palike"
NA,31719,0.67,1.5,"Palike"
NA,31721,0.82,1.47,"Palike"
NA,31721,0.82,1.47,"Palike"
NA,31723,0.6,1.42,"Palike"
NA,31725,0.84,1.51,"Palike"
NA,31726,0.72,1.64,"Palike"
NA,31730,0.618,1.39,"Palike"
NA,31737,0.73,1.42,"Palike"
NA,31741,0.98,1.55,"Palike"
NA,31746,0.61,1.62,"Palike"
NA,31751,0.86,1.56,"Palike"
NA,31758,0.88,1.53,"Palike"
NA,31764,0.846,1.57,"Palike"
NA,31766,0.764,1.42,"Palike"
NA,31767,0.96,1.51,"Palike"
NA,31767,0.96,1.51,"Palike"
NA,31773,0.763,1.71,"Palike"
NA,31775,0.808,1.58,"Palike"
NA,31778,0.79,1.41,"Palike"
NA,31780,0.61,1.54,"Palike"
NA,31780,0.766,1.51,"Palike"
NA,31784,0.768,1.38,"Palike"
NA,31784,0.563,1.67,"Palike"
NA,31786,0.68,1.34,"Palike"
NA,31788,0.6,1.61,"Palike"
NA,31788,0.566,1.77,"Palike"
NA,31789,0.665,1.754,"Palike"
NA,31789,0.665,1.75,"Palike"
NA,31791,0.51,1.83,"Palike"
NA,31793,0.698,1.61,"Palike"
NA,31795,0.665,1.54,"Palike"
NA,31797,0.59,1.54,"Palike"
NA,31803,0.555,1.51,"Palike"
NA,31806,0.77,1.54,"Palike"
NA,31810,0.646,1.44,"Palike"
NA,31814,0.87,1.6,"Palike"
NA,31819,0.5,1.42,"Palike"
NA,31823,0.476,1.392,"Palike"
NA,31823,0.476,1.39,"Palike"
NA,31829,0.387,1.2,"Palike"
NA,31836,0.494,1.38,"Palike"
NA,31842,0.55,1.56,"Palike"
NA,31848,0.544,1.58,"Palike"
NA,31852,0.752,1.61,"Palike"
NA,31852,0.752,1.61,"Palike"
NA,31859,0.677,1.43,"Palike"
NA,31865,0.75,1.6,"Palike"
NA,31871,0.721,1.58,"Palike"
NA,31878,0.739,1.35,"Palike"
NA,31883,0.725,1.04,"Palike"
NA,31889,0.86,1.48,"Palike"
NA,31895,0.881,1.4,"Palike"
NA,31901,0.845,1.36,"Palike"
NA,31906,0.743,1.38,"Palike"
NA,31912,0.63,1.51,"Palike"
NA,31912,0.63,1.51,"Palike"
NA,31918,0.6,1.41,"Palike"
NA,31924,0.758,1.69,"Palike"
NA,31929,0.743,1.62,"Palike"
NA,31936,0.81,1.67,"Palike"
NA,31940,0.866,1.81,"Palike"
NA,31941,0.543,1.75,"Palike"
NA,31952,0.78,1.46,"Palike"
NA,31953,0.911,1.37,"Palike"
NA,31955,0.75,1.389,"Palike"
NA,31955,0.75,1.39,"Palike"
NA,31956,0.697,1.39,"Palike"
NA,31958,0.7,1.48,"Palike"
NA,31960,0.681,1.57,"Palike"
NA,31961,0.63,1.79,"Palike"
NA,31963,0.621,1.65,"Palike"
NA,31965,0.71,1.68,"Palike"
NA,31968,0.716,1.55,"Palike"
NA,31971,0.721,1.61,"Palike"
NA,31976,0.866,1.48,"Palike"
NA,31981,0.86,1.56,"Palike"
NA,31981,0.86,1.56,"Palike"
NA,31984,0.772,1.4,"Palike"
NA,31986,0.729,1.54,"Palike"
NA,31987,0.745,1.43,"Palike"
NA,31991,0.685,1.38,"Palike"
NA,31992,0.824,1.28,"Palike"
NA,31995,0.688,1.39,"Palike"
NA,32000,0.804,1.39,"Palike"
NA,32004,0.798,1.65,"Palike"
NA,32004,0.99,1.43,"Palike"
NA,32011,0.77,1.6,"Palike"
NA,32011,0.92,1.32,"Palike"
NA,32017,0.85,NA,"Palike"
NA,32017,0.85,1.69,"Palike"
NA,32017,1.035,1.59,"Palike"
NA,32022,1.09,1.4,"Palike"
NA,32022,0.738,1.51,"Palike"
NA,32023,1.02,1.3,"Palike"
NA,32024,1.005,1.5,"Palike"
NA,32025,1.015,1.49,"Palike"
NA,32028,0.896,1.49,"Palike"
NA,32029,0.96,1.41,"Palike"
NA,32031,0.92,1.25,"Palike"
NA,32035,0.817,1.35,"Palike"
NA,32037,0.92,1.42,"Palike"
NA,32037,0.92,1.42,"Palike"
NA,32041,0.79,1.47,"Palike"
NA,32043,0.75,1.42,"Palike"
NA,32047,0.9,1.59,"Palike"
NA,32054,0.816,1.6,"Palike"
NA,32062,0.77,1.47,"Palike"
NA,32062,0.77,1.47,"Palike"
NA,32066,0.81,1.28,"Palike"
NA,32068,0.619,1.43,"Palike"
NA,32070,0.77,1.37,"Palike"
NA,32072,0.91,1.43,"Palike"
NA,32074,0.87,1.22,"Palike"
NA,32076,0.74,1.42,"Palike"
NA,32078,0.84,1.3,"Palike"
NA,32080,0.57,1.21,"Palike"
NA,32082,0.64,1.24,"Palike"
NA,32087,0.47,1.21,"Palike"
NA,32087,NA,1.21,"Palike"
NA,32092,0.78,1.43,"Palike"
NA,32094,0.85,1.3,"Palike"
NA,32096,0.81,1.55,"Palike"
NA,32100,0.75,1.27,"Palike"
NA,32107,0.65,1.14,"Palike"
NA,32113,0.78,1.22,"Palike"
NA,32115,0.66,1.4,"Palike"
NA,32118,0.78,1.28,"Palike"
NA,32120,0.854,1.56,"Palike"
NA,32122,0.91,1.35,"Palike"
NA,32122,0.91,1.35,"Palike"
NA,32124,0.876,1.5,"Palike"
NA,32124,0.78,1.43,"Palike"
NA,32126,0.73,1.39,"Palike"
NA,32128,0.92,1.5,"Palike"
NA,32131,0.56,1.42,"Palike"
NA,32134,0.85,1.57,"Palike"
NA,32142,0.77,1.6,"Palike"
NA,32146,0.73,1.51,"Palike"
NA,32149,0.83,1.6,"Palike"
NA,32154,0.87,1.35,"Palike"
NA,32157,0.76,1.22,"Palike"
NA,32157,0.76,1.22,"Palike"
NA,32159,0.75,1.32,"Palike"
NA,32165,0.76,1.57,"Palike"
NA,32173,0.71,1.59,"Palike"
NA,32175,0.51,1.31,"Palike"
NA,32177,0.623,1.65,"Palike"
NA,32179,0.6,1.46,"Palike"
NA,32181,0.59,1.53,"Palike"
NA,32183,0.78,1.46,"Palike"
NA,32185,0.73,1.38,"Palike"
NA,32187,0.7,1.35,"Palike"
NA,32187,0.7,1.35,"Palike"
NA,32189,0.65,1.5,"Palike"
NA,32194,0.3,1.11,"Palike"
NA,32198,0.57,1.28,"Palike"
NA,32200,0.5,1.18,"Palike"
NA,32201,0.42,1.25,"Palike"
NA,32204,0.29,1.19,"Palike"
NA,32209,0.78,1.43,"Palike"
NA,32214,0.48,1.54,"Palike"
NA,32217,0.63,1.5,"Palike"
NA,32221,0.37,1.19,"Palike"
NA,32221,NA,1.19,"Palike"
NA,32227,0.82,1.42,"Palike"
NA,32229,0.6,1.38,"Palike"
NA,32231,0.84,1.54,"Palike"
NA,32234,0.83,1.34,"Palike"
NA,32241,0.79,1.44,"Palike"
NA,32244,0.8,1.42,"Palike"
NA,32248,0.748,1.64,"Palike"
NA,32255,0.85,1.89,"Palike"
NA,32263,0.856,1.74,"Palike"
NA,32267,0.721,1.59,"Palike"
NA,32267,0.721,1.593,"Palike"
NA,32274,0.89,1.47,"Palike"
NA,32276,0.8,1.36,"Palike"
NA,32281,0.96,1.73,"Palike"
NA,32285,0.763,1.38,"Palike"
NA,32287,0.765,1.63,"Palike"
NA,32289,0.846,1.62,"Palike"
NA,32290,0.62,1.57,"Palike"
NA,32292,0.68,1.73,"Palike"
NA,32295,0.663,1.56,"Palike"
NA,32298,0.74,1.72,"Palike"
NA,32298,0.74,1.72,"Palike"
NA,32300,0.871,1.57,"Palike"
NA,32304,0.655,1.31,"Palike"
NA,32306,0.768,1.21,"Palike"
NA,32308,0.586,1.42,"Palike"
NA,32314,0.58,1.26,"Palike"
NA,32318,0.43,1.84,"Palike"
NA,32320,0.542,1.44,"Palike"
NA,32325,0.87,1.6,"Palike"
NA,32333,0.922,1.59,"Palike"
NA,32333,0.922,1.59,"Palike"
NA,32337,0.887,1.61,"Palike"
NA,32343,0.884,1.43,"Palike"
NA,32350,0.816,1.57,"Palike"
NA,32355,0.8,1.63,"Palike"
NA,32358,0.71,1.88,"Palike"
NA,32359,0.738,1.7,"Palike"
NA,32363,0.96,1.73,"Palike"
NA,32370,0.987,1.65,"Palike"
NA,32372,0.909,1.6,"Palike"
NA,32377,1.065,1.7,"Palike"
